SArank,part,H
109.5,0.7392454826214335,1.2256154066829383
53.5,0.7072793899963574,1.2147832816848843
64.0,0.7389114911552362,1.243606858840878
24.0,0.7377004095301084,1.241564007621765
60.0,0.7780299184556341,1.234775014732298
94.0,0.7526104409577347,1.2453102174036201
8.0,0.7388614985420792,1.2454982064832936
91.5,0.7423763207082861,1.231813028854057
76.5,0.731437620380403,1.2792830390491745
139.0,0.7435610014302402,1.2398014405251807
9.0,0.713911363592186,1.267578325832537
87.0,0.7242746766112549,1.2499816817219704
75.0,0.7388748332939739,1.1931377474075238
28.0,0.7215778252371912,1.2033660975327005
22.0,0.7119297538591397,1.2218007037384715
73.0,0.7636049116859686,1.126342449676607
44.0,0.7404582530261017,1.1959242200088156
3.0,0.7183131213463462,1.2350910805673505
1.0,0.717395826987284,1.228432933226173
12.0,0.7453602137811413,1.195161713710337
16.0,0.7231658056250029,1.2633621116294556
29.5,0.7679404571992899,1.2083742474800048
36.0,0.7227655771074966,1.2638675701178719
58.0,0.7569395267027259,1.2435646316669173
88.0,0.7640907254813992,1.1865407705658866
38.0,0.7400207283112799,1.2176323870562713
17.0,0.7523055453245189,1.253975188360565
68.0,0.7691611919004242,1.237976212657475
14.0,0.7651503761018642,1.2268053845765292
55.0,0.774230913328447,1.1719854064705069
42.0,0.7635320773864037,1.19686939802271
118.5,0.7591095087260579,1.1823831482000515
34.0,0.7630673784986896,1.2577640800893164
13.0,0.7590915943047803,1.2357912394952406
51.0,0.7478241858768451,1.215154754629758
91.5,0.7569620379276774,1.174721472778916
18.0,0.7572226195606199,1.2012590885506358
47.0,0.7605942017644667,1.2234212956609203
19.0,0.7602377179171679,1.2125118376779402
66.0,0.7536932930557605,1.1921601368164958
11.0,0.7459874310260236,1.2065425211155676
39.0,0.7496951409682545,1.2367342482640893
27.0,0.760987190664438,1.2097376039009506
189.0,0.7780292134682734,1.1600208361488105
100.0,0.7665532869753152,1.2131415760208013
177.0,0.7800595711307506,1.1482924883090082
170.0,0.7544545199527165,1.1914561209191155
82.0,0.7639907693272587,1.1578815640801674
172.0,0.7739133617238866,1.2101833282061287
127.0,0.7727035748592838,1.1754442203461137
70.0,0.7631958422989567,1.1991385732160833
154.0,0.7550433306386064,1.236920459886223
107.0,0.7671233347611627,1.1744238670999447
148.0,0.7553177906312643,1.2214082286598502
78.0,0.7535880712011,1.236672819702701
84.0,0.7596136174861878,1.2252306288691488
41.0,0.7606945713667779,1.2147607627343084
112.0,0.7636963059109617,1.2179033027986232
59.0,0.7620717001058067,1.220261711904844
250.0,0.7911041900784944,1.1683662721306987
182.0,0.7833259284647791,1.1902160451053094
262.0,0.7710403138119281,1.253102222176141
135.0,0.7544275645364549,1.2441738619253002
121.0,0.7688524976828649,1.2052157710094706
136.0,0.7774248382970922,1.2708324018281534
93.0,0.7692445041537831,1.2457506124099145
81.0,0.7614525003847553,1.2748445972882534
153.0,0.7588640546736829,1.2557514566387113
179.0,0.7609678905803798,1.2358951689895925
162.0,0.7588243174606227,1.2264280467559707
106.0,0.7641198774807687,1.282059531055269
129.5,0.7607721527994284,1.2335288451467268
218.0,0.7385426434028162,1.2414196366376828
131.0,0.7626812937262035,1.225561092771439
235.5,0.7455245784204207,1.2746504449920781
108.0,0.7658714725870991,1.2148948775948134
124.0,0.7643696634277015,1.2262667035592352
86.0,0.7498353501094605,1.220924579236213
137.0,0.7714254884147378,1.2913066250218583
111.0,0.7539342196988995,1.230501002982857
104.5,0.7729745129423075,1.2350537391601992
167.0,0.7684942332247379,1.2136951162542773
234.0,0.7738324063939924,1.227098711595422
192.0,0.7536274445744446,1.210745537939363
247.0,0.7647375080814672,1.2527485879388462
185.0,0.7565281500911627,1.2318900489023152
261.0,0.7772583088676284,1.2415967438994349
309.0,0.7594165005435215,1.2750037548196154
225.0,0.7628644779583844,1.2028144185415905
298.0,0.7745146828819898,1.1772974683547388
241.5,0.7634506148213344,1.211398154741207
230.0,0.7649278294515393,1.2124059621846264
160.0,0.7582620393862254,1.2226323339171354
264.0,0.7626322756393137,1.2619829518829357
147.0,0.7724588088086498,1.229017600232341
158.0,0.7742885244782024,1.2138812384479634
123.0,0.7939287843156115,1.269873255504636
207.0,0.7663025407261145,1.209644397927132
252.0,0.7749959599268048,1.2306079733809197
144.0,0.7773048163570236,1.2310204583751514
356.0,0.7554056044404518,1.267464946362066
341.5,0.7807679550295757,1.2479132105714261
381.0,0.7679631196828918,1.2432187844887568
319.0,0.7886689467609488,1.173810839142694
325.0,0.7849984680319075,1.1898727054385765
256.5,0.7794404685933604,1.2100484816402395
348.5,0.7659840673696456,1.2256995299628297
277.5,0.7883774588389787,1.2397555642488114
273.0,0.7927954675857624,1.1729188897394984
295.0,0.7942595096831971,1.2055428665257633
308.0,0.7388441434029047,1.2048308430426602
260.0,0.758977181046391,1.2008182831216483
341.5,0.582941462369997,1.248430108043263
275.0,0.6928593542130548,1.1464013826691841
256.5,0.7993540701290166,1.1229629983223683
249.0,0.7946844615417724,1.1134013303138415
300.0,0.768624065454897,1.122109713025963
251.0,0.7939352371786247,1.1442393355212583
270.0,0.7990103006349745,1.12744954008328
219.0,0.7892128943482339,1.1219499540109121
269.0,0.7591832158577322,1.257796177657127
198.0,0.7816827953096271,1.2700639976207235
330.0,0.7656221660150202,1.2826603465101585
248.0,0.7670613117018045,1.2817430699928345
221.0,0.7626393515287688,1.2654005769567882
180.0,0.7580467637577043,1.2425746144072551
225.0,0.780764022719947,1.2366352234004976
327.0,0.7890412527601434,1.2497106058461056
345.0,0.7660346523054308,1.2771087789536417
245.0,0.7600366326860334,1.2278060119499887
292.5,0.7903438834242664,1.2483349400385195
313.0,0.7857989499876218,1.238933212008272
151.0,0.7853776880087618,1.158561598979881
384.0,0.7618752675912611,1.2325585541323998
397.0,0.7860711174361126,1.2615697009058986
348.5,0.7340397007005433,1.2390389314031298
331.0,0.7629138634820597,1.261128085794494
222.5,0.7778113379766068,1.2507047780087703
372.0,0.7636634215546768,1.2691821779508323
385.0,0.7604283838316417,1.2701930412212794
392.0,0.7286382185694286,1.2494312567617747
350.0,0.7474452589017117,1.2394581690114463
355.0,0.756799406094197,1.22092560883752
168.0,0.7786266375731293,1.2518055880050791
132.0,0.7798825585827472,1.2827296671106354
143.0,0.7821510690251248,1.278911861090107
175.5,0.7935490558953494,1.1799741510264432
128.0,0.7905635797728493,1.1846293340394538
302.5,0.7024517114816217,1.2290008623424773
286.0,0.7287011178710648,1.259286357233992
369.5,0.7475768978348326,1.2637953449228312
391.0,0.7238981638625448,1.2543272038390958
339.5,0.7593505416672545,1.2431332896393845
274.0,0.7170889755765589,1.2299446925594788
267.5,0.7102010297915248,1.2684681800942492
304.0,0.7103830737646386,1.2505190848660177
339.5,0.735446499906116,1.2238321195951065
287.0,0.7443114245187042,1.2171622050896158
184.0,0.7402313250124407,1.2484708166964307
214.0,0.7294058052569414,1.257273512800571
332.0,0.6997317260263477,1.2671205763754936
378.0,0.7320737672930768,1.2708714365592528
362.5,0.6938887942045908,1.2848178342227166
393.0,0.6950397011026663,1.2689397147757664
358.5,0.6888929472397715,1.2608351916053115
317.0,0.7518028969837766,1.2421447612876726
306.0,0.7556606201123551,1.1924619856145522
362.5,0.7280131814497222,1.182558175364761
400.0,0.7376074708149638,1.218860609891961
394.0,0.7054757019179848,1.2400554076364563
364.0,0.6987047397711893,1.2031359000182693
277.5,0.7218066352660415,1.1952749154672493
258.5,0.7396299588814502,1.2388492065186731
383.0,0.7255211085089119,1.2269237267703428
386.0,0.6727301440560697,1.2438699616063744
346.0,0.692603391132574,1.2615810923108846
352.5,0.7002131701168061,1.2598537531241252
388.5,0.7048854809787077,1.2301380788508371
347.0,0.7258322946024716,1.2402951061610699
240.0,0.7730015392149133,1.2220821348154418
395.0,0.7310124951350288,1.2513400952840006
312.0,0.7494287950063084,1.243512779510917
351.0,0.7350323365987576,1.206912806608808
321.0,0.7955751734715106,1.233245950729515
377.0,0.7481029042226638,1.214954199107909
322.0,0.7522474039198052,1.2104499374459656
299.0,0.7750604292612672,1.238578524287074
239.0,0.7634478252750141,1.2462264099893168
103.0,0.7746026313591917,1.17338170842648
181.0,0.7568213683895225,1.204764279572079
161.0,0.7706207329368716,1.2395223381663707
152.0,0.7986500640735383,1.1311971741483788
206.0,0.7953564081541945,1.2030542201367693
126.0,0.7849948937525516,1.1587731102714491
296.0,0.7812388599175253,1.1874444953083436
210.0,0.7742771691319585,1.195065091728885
205.0,0.7763163358938192,1.2311897608854012
271.0,0.756528414802718,1.2115565313207306
232.0,0.7671771472175786,1.2323458844548831
225.0,0.7759405592829346,1.2328092238640695
155.0,0.7521851913286437,1.2195152465441006
72.0,0.737189935737064,1.2417160001335297
53.5,0.7103350079125093,1.2297124582173549
33.0,0.7488504710573064,1.22274391600493
79.5,0.7474915181075588,1.2084574605665481
40.0,0.767669806849773,1.2313057709182342
7.0,0.7165247500539091,1.2519184416864637
99.0,0.7502449189688585,1.2806875635749293
43.0,0.7556573849137458,1.246712230674561
149.0,0.7403047696633007,1.263121799400656
10.0,0.7163645290861301,1.2828152791167633
65.0,0.713403126867876,1.2776321258161218
76.5,0.7310523736038606,1.21279915957886
96.5,0.7812650135878801,1.1794608000127913
29.5,0.7068725101624732,1.219854699094985
25.0,0.7172163926274505,1.1872912744110125
48.5,0.7498994022407208,1.1651845879535165
5.0,0.7128866646925508,1.2399842360096078
50.0,0.7337765128100046,1.2119042059698373
52.0,0.7579038145020707,1.2064757054357522
21.0,0.7347251714350554,1.2468172523688892
67.0,0.7511210622779246,1.242936441399932
45.0,0.7205529836487684,1.280338578383263
90.0,0.7647414256137225,1.2131894910352437
26.0,0.758248620567028,1.2348274620041744
61.0,0.7404591941391883,1.2356501747252766
57.0,0.7601366422191329,1.2376311713000772
96.5,0.7570302211808488,1.1790534311166498
4.0,0.7649915298983087,1.2199109982146596
23.0,0.7555247300448805,1.2324598470617398
48.5,0.750392696588842,1.2045847605788946
69.0,0.7538441476465445,1.2239066867553896
2.0,0.7598078736191074,1.2296631043794595
35.0,0.7681536524834864,1.21239794469459
71.0,0.7537836997816996,1.2050324535097336
56.0,0.7596276958811802,1.227117631528458
31.0,0.7558910749022516,1.202268336341749
6.0,0.7518723625056147,1.2263558587433043
37.0,0.7478739745339446,1.1858806631658019
85.0,0.7530473946020847,1.2169264701837132
15.0,0.7552144236502573,1.2137774116344757
20.0,0.7459418315782687,1.2152037871738781
32.0,0.7512548924862759,1.2148921473836387
241.5,0.7518242057767189,1.1731017663990417
98.0,0.7768557312437624,1.2159304981237475
216.0,0.7804521623506288,1.13150796556273
164.0,0.756674695341699,1.1881283681178854
138.0,0.7649568225171961,1.1553385948542076
141.0,0.7727437816334458,1.2091214806752115
74.0,0.7674578220258015,1.1964976097851407
125.0,0.7653622397823233,1.1763905262619296
79.5,0.7697055745280529,1.1962357218759845
175.5,0.7225059372517633,1.2428310061499965
118.5,0.7691986125626912,1.1715130892793473
145.0,0.7171160063082367,1.2187678727195421
