derv
-0.3144684745357926
-0.2616057630068439
-0.26999432678998153
-0.3049586037263482
-0.3472114525584043
-0.2924752337846361
-0.26872544157081213
-0.349268699986808
-0.26006718498975523
-0.28827832322428654
-0.2356697891178257
-0.4179431062618676
-0.23390160410882926
-0.26359908924449194
-0.24448243716940504
-0.35694476758282967
-0.265791684852569
-0.3084368507169248
-0.36443757292161405
-0.27261853480451764
-0.31021078859565204
-0.31370705500712714
-0.30348414242104615
-0.34765791318718514
-0.2975978949831527
-0.1968905522609318
-0.39276220005571816
-0.363798875171996
-0.26787743512616996
-0.3768690034472731
-0.36072960165701146
-0.17112512371192834
-0.29291165956835225
-0.2946495833770304
-0.23220201827814307
-0.09859251779608656
-0.30375568076430365
-0.3398016823566475
-0.21907389912189937
-0.03358073946232802
-0.33036682991037225
-0.2925381548660488
-0.050763440767788354
-0.4677358222015844
-0.10388566006818747
-0.24748733188168248
-0.19918874195911207
-0.2721589016794321
-0.3423303693917504
-0.3330405126778509
-0.35153892313529966
-0.2863611250954202
-0.3082387272286086
-0.30162974181486585
-0.31200334602636165
-0.2951168584502219
-0.23670335262303188
-0.4464953088405756
-0.19725131242472868
-0.2906190501625102
-0.2883077930488623
-0.21193238693095823
-0.18878994599256488
-0.332773155620191
-0.3147642269394099
-0.2571546384473295
-0.2917990059186729
-0.28308807676394854
-0.2678045465780011
-0.265079671115115
-0.26358043854935825
-0.2827585905424004
-0.41617420294557633
-0.287172663570529
-0.3829404032343233
-0.28346963023992167
-0.3180297495024675
-0.2715250517217206
-0.0783813246663857
-0.2549635071783213
-0.2311092523132134
-0.20016628059678718
-0.2270375869377347
-0.2236199244851757
-0.31314552991498235
-0.289289517269236
-0.28708168085111324
-0.3457803215309938
-0.16900736765194607
-0.23295176470084794
-0.24263658332426052
-0.33404816365751966
-0.20563542589589456
-0.3216784777491566
-0.3470126763764722
-0.2753603209068404
-0.2924704012370341
-0.27570949645557824
-0.3822295999494464
-0.2397723239079896
-0.06797463428695989
-0.4196961428363641
-0.4661494731067427
-0.3637090803978646
-0.27109754579156503
-0.3769426658268145
-0.3698934674528961
-0.26737050497572457
-0.33772758167591976
-0.237470458309257
-0.40112901678796414
-0.22027097447069302
-0.28618515782917636
-0.27711690357874436
-0.3213597312364609
-0.40016393898008823
-0.2829824557269697
-0.3082085285719459
-0.32409650046447813
-0.34180821722416527
-0.2171572893593012
-0.25651105006776653
-0.2146083862749473
-0.2571206897549397
-0.24109658792585464
-0.2977120555770302
-0.3038808908495435
-0.1460345866765875
-0.2478096021242199
-0.3447340661133106
-0.2288766267957342
-0.34594793852045075
-0.26589376546763566
-0.2441773563327994
-0.3394135478488817
-0.3269710883565652
-0.2624458719227278
-0.24589906298156536
-0.3998679385037855
-0.20002013933771537
-0.31987875406380095
-0.1901812016177661
-0.31936496026471345
-0.16522864243194407
-0.2817185086823854
-0.22592162230568427
-0.25551717501201615
-0.2669800558059676
-0.26839645815964824
-0.2018002040439135
-0.17013538344608745
-0.2536915107656233
-0.30786106423573617
-0.27447841045480526
-0.31959852963470464
-0.23442569873552926
-0.2534783841195154
-0.344876129331929
-0.3319980125799618
-0.311446720688823
-0.2172068082709552
-0.2402799449199115
-0.30088278714041305
-0.30968799905193617
-0.26051418989561353
-0.2517090613122362
-0.3947873348385716
-0.2418589077825886
-0.40952751380174546
-0.19131435835792235
-0.2851244836176586
-0.2986597641723529
-0.29619490391772624
-0.3221921840211176
-0.16874635623128575
-0.215591523702367
-0.23820820111905164
