SArank,part,H
109.5,0.7827742616245215,1.1271558523852059
53.5,0.7634841472349283,1.155845405690605
64.0,0.784402350272868,1.1338939231894134
24.0,0.7776848728446683,1.1438516396325065
60.0,0.8019024708569207,1.0995463779547086
94.0,0.7907733466149807,1.1072871238881374
8.0,0.7792191905757474,1.1321093599763377
91.5,0.7882015172322748,1.1321789956209916
76.5,0.7787371757858036,1.1729744882121274
139.0,0.7820419799378465,1.158242979240604
9.0,0.7649665276953408,1.1796772458081288
87.0,0.7714918696984037,1.1641730142387459
75.0,0.771649031922507,1.1182457875132132
28.0,0.7616686592940576,1.1185804614800519
22.0,0.7685323858199163,1.140579501884081
73.0,0.7920829781043565,1.0925146955577274
44.0,0.7727920995731289,1.108778168500458
3.0,0.762506110977354,1.1613685010100523
1.0,0.7541001790766362,1.1428809603666361
12.0,0.7710471758348625,1.0972418993973627
16.0,0.7625308797126056,1.1740222790760417
29.5,0.7830044551923182,1.094640789514599
36.0,0.761496316134418,1.1418307718479648
58.0,0.7829646903977215,1.1485912343901743
88.0,0.8059481376734957,1.1130852377420848
38.0,0.7914672043100787,1.1105596337229557
17.0,0.8002948197432916,1.1094797861668217
68.0,0.7955889551439642,1.1517658315818635
14.0,0.8031577115361039,1.1442036971885414
55.0,0.8091690871354039,1.0910048579883234
42.0,0.800775854256011,1.1246723178582607
118.5,0.8037196729644421,1.1183218444308713
34.0,0.7940692247434369,1.1372447094910172
13.0,0.7968052236483371,1.1387677415135178
51.0,0.7929591548134206,1.1093444829794379
91.5,0.7934919889931148,1.1378576579938235
18.0,0.7954072742218629,1.095443309545457
47.0,0.8005795117132558,1.1036728953239827
19.0,0.7950506801375505,1.1480652355138066
66.0,0.7956102159961471,1.1462112566546745
11.0,0.7864892441186414,1.1362860442824252
39.0,0.7914764228210913,1.1162912523067001
27.0,0.7925112800991144,1.1270560995542127
189.0,0.8091397943912515,1.084326715705265
100.0,0.8015062021421252,1.0918687661351467
177.0,0.808591753670001,1.0676398473054525
170.0,0.7990254659138666,1.0766923630082468
82.0,0.8006821316330995,1.070759442090071
172.0,0.8031366628356327,1.0899329588973872
127.0,0.8018455328257369,1.0688759687576883
70.0,0.7980533620076306,1.0964609789263902
154.0,0.7970666018317037,1.1126523372767403
107.0,0.8003006587947445,1.084376189841851
148.0,0.7970787701566487,1.1270914031580606
78.0,0.7934595348832495,1.1301171484742194
84.0,0.8021924941120859,1.1229592806312843
41.0,0.7945398540213587,1.111042474474482
112.0,0.8044870030951408,1.1157626731177142
59.0,0.7989407215044889,1.1108728829833943
250.0,0.8104397029878221,1.1009126170664527
182.0,0.8062311995754516,1.0941518727963817
262.0,0.8059887765868692,1.1536833173525216
135.0,0.7891048431405439,1.1641258078014314
121.0,0.7957331947659332,1.128241126742717
136.0,0.7999002340993261,1.1512732810285953
93.0,0.7964486770942758,1.1631977075172095
81.0,0.8009595125725316,1.1253799559416973
153.0,0.797098146471875,1.135870236900125
179.0,0.7988602939809785,1.1495710070003864
162.0,0.7985646297050206,1.1595862536749668
106.0,0.8013778443185113,1.1626747018089694
129.5,0.8009615007401197,1.1678171813362377
218.0,0.7969465615620408,1.1507356191790068
131.0,0.8006126447198108,1.1081282114713629
235.5,0.7945612358424643,1.165107924930107
108.0,0.7973539333325489,1.125251689804631
124.0,0.7963446871944658,1.1518479593993363
86.0,0.791535042847839,1.1502174078902878
137.0,0.8056146038188257,1.178880370800733
111.0,0.7935921247356864,1.163399009519133
104.5,0.7992315511290248,1.1260224821802012
167.0,0.800486800326143,1.1614033992347363
234.0,0.8044877783489617,1.1251060690132149
192.0,0.7947252410716437,1.143937005700556
247.0,0.8006371703634757,1.1239083510324264
185.0,0.798947063553932,1.1269506799719902
261.0,0.8024729200331757,1.1144001823067442
309.0,0.8047367293730302,1.1494877325787993
225.0,0.8065917889693376,1.098210533515306
298.0,0.8096465601170169,1.084429907144008
241.5,0.8005887685918096,1.0960134760736338
