part,H
0.759420541280898,1.22688978752427
0.8150412827269722,0.6898439363431886
0.8148833045062486,1.0404501714260257
0.8123435158973134,1.2054421803426625
0.832171392733387,1.0828286658103083
0.7996594010603623,1.1481758246060998
0.816687739033222,0.9659237274314099
0.7839803399947395,1.2302803104967774
0.7343175226062058,1.2698418322364828
0.8148760479227733,0.991009522370433
0.7961993067859668,1.2403997515879126
0.7996147226426338,1.07179793751669
0.7928681924980725,1.1719529588904383
0.7849853730525314,1.1556260769626896
0.8370854874533569,1.0189212957020708
0.8243384303487638,1.2160398346593029
0.8089072225597173,1.0923370254803066
0.7642336724466366,1.032096347506461
0.8119578031235939,1.0045459307909768
0.7766926580366943,1.2191899891423847
0.7368983311892576,1.236473966665773
0.7978251590619669,0.9170520172806974
0.7662516600089541,1.1508378074801409
0.8145266720866254,1.0780066306549017
0.828656282178725,0.8244508995563136
0.7818112362141376,1.1020118429668768
0.7567199442951759,1.1901338616088255
0.8113694870289071,0.8337364901988551
0.7724008303943759,1.1771319385269545
0.7896677746125027,1.1674914941183883
0.800044612110593,0.9828485343515819
0.8051478126949343,0.9932541824978829
0.8087413603573164,0.9239336263145299
0.7847595682624074,1.2482977447800512
0.7677541159441406,1.2140127878094134
0.7724642528953948,1.2885867094313141
0.8178455261069979,1.0705165068824625
0.782517651393275,1.258453344323908
0.7668175244171745,1.2999082853457866
0.781637774012419,1.0916316361717073
0.814755498431224,0.9816854726403108
0.8249547822449758,1.0324697897809199
0.8126916599491953,0.8384033340637533
0.7779384206810859,1.1262639271988646
0.8008146901443242,1.1160460951390616
0.8059697242544643,1.7226873386840145
0.8175818795390627,0.9792465978399507
0.8028728286222027,1.0947516612569608
0.8015571155240657,1.0280434070382805
0.7723508995477658,1.3035896766407364
0.7915280235088856,1.1928466034575045
0.7464742867025934,1.2024534513122327
0.7548514578658098,1.1636135539786696
0.7604105853492495,1.2062149584555788
0.7489483852243711,1.2236355858489292
0.7737027035036639,1.0742471667590887
0.8129165033627542,1.3165400027129166
0.7658816682695158,1.0939744532805136
0.722480433017778,1.2560519117802524
0.7893292380217671,0.8655065735522841
0.7944896916936776,1.1208954639412716
0.7869416407662133,1.2863165721975076
0.8247559845762286,1.098606976944242
0.8301077097834145,0.8655608072554618
0.8245813361827433,1.2167713999658902
0.8317635727023902,1.0625705463238244
0.8096794103724241,1.2021405355806
0.7641669500738568,1.2145128365134308
0.7853922658916541,1.1155882483305235
0.7806892832275522,0.8731472499202602
0.7967935822917824,1.1919009515624237
0.7625766418189285,1.3176911096515023
0.8245147116641928,0.7403277806475256
0.7424280113812113,1.232954978847114
0.7827165845656271,1.07026589189762
0.7874823565280107,1.260425556028437
0.788912318740769,1.2479372184518123
0.7761345549712868,1.1744901744090408
0.8214612998384919,1.244391155268661
0.7911214725124925,1.1605004281740947
0.8166914680601153,1.0819417125737971
0.8099399047474799,0.8547999042462462
0.8120238307153461,1.2168063202070136
0.8337503919572832,1.3818820012324449
0.7854398152588228,1.0761756455011708
0.753721850849075,1.265872289331531
0.8047729566656718,1.230558599770237
0.7888123147343881,0.8966254881708439
0.768875417073215,0.9765953008182037
0.8296806837107724,1.217041379374639
0.806316405975455,1.1471544748734308
0.763774764635663,1.226037285863614
0.8116260996530451,0.9882428901562689
0.7611852107906114,1.105020755604549
0.8199850613375028,1.274675772445192
0.7919520337987866,1.1436109245404331
0.7758740319103603,1.1473733124525798
0.8148210541431621,1.0022381347626697
0.7493473948629101,1.1655060445889724
0.787227555555225,1.0555301423199024
0.8129964518253242,0.953223546375728
0.7528177579840458,1.1421361206948142
0.8124978558256192,1.1805253766076367
0.7898631856167249,1.294494849229762
0.7963519522405733,1.1330489756127953
0.7961954662560804,1.211729530786502
0.7720434748261389,1.2294295548856584
0.8304631636990171,1.7977977660156015
0.802038460550904,0.9913387052721103
0.7415252883260895,1.1726108248924385
0.7558621937256064,1.1945675658873802
0.8310122818003091,1.1806404940737807
0.8025925749135203,1.1928697935012942
0.803349078235347,1.0470222768651056
0.7521854843364315,1.1536046891502871
0.8178928225778105,1.0819910122023564
0.778844872590573,1.1335803791495545
0.8336298616196105,0.5555388252451539
0.7697479883321979,1.1615019960655417
0.8319311344716743,0.9751691193021361
0.8192664972930551,1.0789096814018477
0.7833790913942918,1.1068840376194975
0.8237976364840729,1.076954147993942
0.8175744476146982,1.197981063028977
0.8367295418779999,1.0964503110783346
0.8112572604332365,1.205410470187628
0.8146744715205856,1.2779279800667789
0.8024907497284707,1.1431465502004872
0.7768414066843192,1.1569422261867768
0.7745577386137594,1.0782885849204877
0.7650101553989329,1.283989663017284
0.8183787450081909,1.0296832383496257
0.8315414823542775,1.168020191948232
0.7845676647668166,1.0076492809523825
0.7554141898081084,1.2617611572281229
0.7843492232311501,1.2309391413675632
0.8157256662797017,1.0243441405920446
0.823251425440197,1.3356061036858324
0.8131023405167148,0.9209800286576335
0.8171822195925579,0.9127396552970306
0.7754816835736077,1.1981648340612787
0.8099265294935407,1.0567962256707992
0.795410620087865,1.2148653790481418
0.8316461995971927,0.8884375527684051
0.8149127052687329,1.1810100593310344
0.785298933457651,1.2477394924458098
0.7876441253995685,1.0256196875974901
0.7862483110168437,1.191366806672172
0.8058042827081866,1.2415037900674704
0.7931319358197025,1.316354840099133
0.7829060957977566,1.0954916603844296
0.8010159719435811,0.9846813060288783
0.7974279233276307,1.047242426352115
