age,SArank
0.02134919022407033,109.5
0.008790795085573802,53.5
0.006129666222936777,64
8.778465324608759e-5,24
0.042405408855874634,60
0.010917491948428037,94
0.0079494362922074,8
0.024783447759827014,91.5
0.006141997854030816,76.5
-0.049997301501898815,139
0.011809722519697105,9
9.23243942323081e-4,87
0.049661035434347515,75
0.017485503889206867,28
0.0013896316244131988,22
0.0135676705318231,73
0.017638653743941822,44
2.005315554213148e-4,3
0.03279661292499565,1
0.019634867506884143,12
0.009512018083930592,16
0.002623895583026255,29.5
0.014550475721505784,36
0.006451721396794453,58
0.001841413649722605,88
0.0159794995967379,38
0.009945627520530565,17
0.01643903602815061,68
0.02100084376230542,14
1.6222462888672965e-4,55
0.010135110604606689,42
0.03613087825450885,118.5
0.0352632478721667,34
0.028323545993294064,13
0.008551492852607251,51
0.007293798545091345,91.5
0.012243830195805995,18
0.01153071099478332,47
0.04551402240110781,19
0.034864769521793834,66
0.03768274062477628,11
0.009030283861488481,39
0.010652922567795122,27
0.002511597880654285,189
0.02162280337860787,100
0.027865022150697503,177
0.046345080827482496,170
0.022792154206176106,82
0.012484981165475228,172
0.044837987292546656,127
0.02136741156924168,70
0.07622335964890178,154
0.006835700457846099,107
0.02101361069944672,148
0.023828113645799162,78
0.008307700917386397,84
0.031814431969329406,41
0.01945642717768699,112
-0.0380882198197077,59
0.0011240580227620822,250
0.023424231360799363,182
0.012475192518283787,262
0.001477657237702878,135
5.939043600511429e-4,121
0.013367036629562706,136
0.007848833704501318,93
-0.051353043875864694,81
-0.058431218298959656,153
-8.552674741627776e-4,179
0.02776626871599629,162
0.01629476796912475,106
0.028720032922676646,129.5
0.008533854176797653,218
0.023392862998090156,131
0.0021375273130669905,235.5
0.01289386106775197,108
0.00715168509083879,124
0.05129082910229274,86
0.030421231674455027,137
0.07505981714880826,111
5.284914066438515e-4,104.5
-0.0041660824026089355,167
0.017133608483614043,234
0.013019305924131051,192
0.036524023783467974,247
0.013874122204500747,185
0.00608918755475441,261
0.006767008653122179,309
0.034828426405388475,225
0.010441858340075716,298
0.013968281661247091,241.5
0.008786571134071998,230
0.05145970102438092,160
0.020471697749869504,264
0.011492596657830078,147
0.01144772106527984,158
0.023914171763141014,123
0.01609458510237128,207
0.013950548092423975,252
0.03619258764778089,144
0.01413249263389426,356
0.015052270623141885,341.5
0.007035746621738084,381
9.425754350732686e-4,319
1.4153359962301439e-6,325
0.03604383252676466,256.5
0.03205498680613819,348.5
0.01650999173667307,277.5
0.02159085259373805,273
0.040862665177767585,295
0.013134691570845606,308
0.004050789405085305,260
0.0033806945351642598,341.5
0.014145077680689708,275
0.01832547161148272,256.5
0.004949876095681275,249
0.021819066293442414,300
0.04089486579890065,251
9.544824474820094e-4,270
0.008994596576861285,219
0.014950584916962094,269
0.016121482617438128,198
0.007575884230844585,330
-0.03737108837234752,248
0.01014032835181369,221
0.017928493641341917,180
0.003527420235471049,225
0.05425237562248132,327
0.0013466563416112385,345
0.06437499149484836,245
0.028048093115003576,292.5
0.004140970562545038,313
0.004125217275225521,151
-0.04639162450234138,384
0.0165469607082082,397
0.02710265283925896,348.5
0.009633411583912978,331
0.0029558648982750233,222.5
0.025294698217927958,372
0.0182828827989024,385
0.0026500132484106403,392
0.022030260454160438,350
0.017383999718750417,355
0.01677370625773064,168
-0.021641886682350682,132
-1.8292085198320392e-4,143
0.002279379395115833,175.5
0.02271228930041197,128
-0.03581679961311182,302.5
0.028910636941022166,286
0.005090385513328679,369.5
0.07463452064792879,391
0.008088703430178179,339.5
0.005010020805382498,274
-0.023301572758014217,267.5
-0.017991555156679443,304
0.0340666090403469,339.5
0.04170131695048001,287
0.039862923178141774,184
0.009224868944935533,214
6.848139714869891e-4,332
0.00355877808823998,378
0.044464314824346485,362.5
0.03021522815509713,393
0.01497010036935764,358.5
0.022701201955048867,317
-0.023677595430056764,306
-1.6466371425671866e-4,362.5
0.019292833442068873,400
0.00412819230116343,394
-3.4495603813893523e-7,364
0.02660938515776867,277.5
0.04012902773963049,258.5
0.003247967829495899,383
0.001991162079109648,386
0.003048676890800313,346
0.014862878149707022,352.5
0.03867929524977753,388.5
0.0066405105370886995,347
0.0030767795248816277,240
0.015206355541357968,395
0.011674398309340882,312
0.010521482583771263,351
0.027022075128173683,321
0.012536745793791805,377
-0.034550420110405905,322
0.031749876544196184,299
0.016976638928106698,239
-0.003344429885750315,103
0.009616032255243878,181
-0.005609632887560284,161
-0.0019693661809103524,152
1.812148832332994e-5,206
0.0029536745165804536,126
5.2992908706792176e-5,296
0.004684307544194678,210
0.04717864516029396,205
0.008271781988352126,271
0.007733628971386733,232
0.010339872664323494,225
0.001701322806255376,155
2.5529137005726668e-5,72
0.0026231824229194503,53.5
0.00387935086050888,33
0.02536584368756628,79.5
0.015631681323434902,40
-3.696178595380884e-4,7
0.002563743930570384,99
0.005178643006205839,43
0.02601816417631001,149
0.032340286936723715,10
0.025294339724605763,65
0.02064203574349822,76.5
0.0401530160221418,96.5
1.4529631328818267e-4,29.5
0.0015083778305121454,25
0.006964834566125705,48.5
0.040063763680492456,5
0.03884287044321002,50
0.020853508909264965,52
0.03660160083786536,21
0.009531536495605257,67
0.0243285053680027,45
0.015430484891148386,90
0.014990467813547266,26
0.020576965495175795,61
0.003505627779344574,57
0.018787772517182198,96.5
0.03934591898547537,4
0.056196498100291294,23
0.009456458907352397,48.5
0.012227406000349899,69
0.023783400799063388,2
0.03677819440535004,35
0.020500375365828424,71
0.013912480130902518,56
0.023701862449978402,31
0.03289897569348958,6
0.036706112242924735,37
0.0013299867635178418,85
0.0166258467452296,15
0.005486420506544354,20
0.015848451147751005,32
0.007153375661983915,241.5
0.01904705699875773,98
0.0080158771738302,216
0.004692262148014489,164
0.0026885840512584185,138
0.06339339542515332,141
0.0033505560232863375,74
0.011403489783476673,125
0.013710250637269862,79.5
0.03448787091021649,175.5
-0.012838621892855713,118.5
0.02660776222730632,145
0.005835727009358607,156
0.020420033258542712,46
0.03414089264315126,63
0.007423536049840511,188
0.027630967767794803,233
-2.5394289624215586e-5,133
0.01335301522522237,117
0.055410048685850345,200
0.01691194379213816,120
0.028815955469952446,83
0.001901136250620197,116
0.021367122369466092,101
0.00614225913287693,174
0.010685307833070142,95
0.022151034297554415,165
0.022348905045524718,102
0.013218958198983409,114
0.0146846960535491,266
0.030465686088654492,129.5
0.009081311676873623,194
0.02513278679939991,163
0.020833287538857038,142
1.648805625312755e-4,122
0.02406048383869988,169
0.01947593200507828,134
0.004321553164375874,109.5
0.03522975492473836,159
-0.015514571183177627,201.5
0.00815197577476404,157
0.03142943087255538,178
0.0521174051498425,193
0.017235769859537845,265
0.027242366291432275,222.5
0.008087233812360652,237
0.03244674613833854,267.5
0.01356203703559771,276
0.03261569702397347,301
0.033442813458509135,211
0.05444659493459893,209
0.026692808230226406,253
0.017661733912594936,201.5
-0.00741451663430835,146
-0.018762892545744755,183
0.006111368378892536,244
0.0019041609673449357,104.5
-1.2461813596304176e-9,62
0.011195046570093618,140
-0.001622753734133361,228
0.013563379643577008,310
0.031335092735038,289
0.0020032979400510646,343
0.016649635763364413,367
0.04267968608463419,318
0.02169187674597061,323
0.025680854989340293,279
0.017290787188056215,352.5
-2.0013372934510974e-4,285
0.011208024712170719,283
7.916182363015824e-4,315
0.006718744326428021,302.5
0.025840067893457223,328
0.013296821352806375,212
-1.7121805272772578e-4,354
0.013300595686147634,246
0.0201606596160718,305
2.233824910600956e-4,292.5
0.017529946578409075,282
-4.347148106291629e-5,255
0.016843310381292356,272
-0.013267801419772055,199
0.010773694237281748,254
9.85807635032605e-4,203
0.02401916591641617,191
0.009485561904978504,281
0.020554339371483335,290
0.015201064831127273,235.5
0.005743451443501081,338
0.02152898206519855,263
0.006364254678303481,311
0.004302262006547306,115
-0.01952230134344463,399
0.033004196564999,398
0.005554887620896344,376
0.01755396341920207,344
0.006126268757737585,307
0.020038822866382165,258.5
0.0172155396074577,361
0.03932390752824292,368
0.03942414972137222,288
0.03430379317082648,360
0.0011509947434025162,329
0.00830211144312466,324
0.022219783430670603,369.5
0.01361464456850419,335
0.043976044987130494,336.5
0.008573427386805665,171
-3.4037712528505707e-4,166
0.008260260864425774,220
0.029201462526605604,197
0.018875472623156662,173
8.697432607301859e-4,150
0.04091812705118855,89
0.027049521840415657,396
0.0036765204448479744,371
0.0049739715308842695,314
0.006405674638148252,375
0.03384381998187299,365
0.013057422634986403,284
0.014365215819719666,243
-0.003947471811911426,291
0.010441652593103824,280
7.853104549522702e-4,227
-0.01758752270043645,379.5
0.023100037421725884,357
0.023405636707742438,379.5
0.020770462157967313,390
0.05807732898798937,373
0.020394622029228968,195
0.013316442127518242,333
0.027795708088969525,316
0.009920223384975196,366
0.0028787451757901848,387
-0.008162946074529042,382
0.023893604438429365,374
0.03512621833389638,388.5
0.0013037343366789902,320
0.010248221765766856,336.5
0.007647244084645643,358.5
0.03116070154715075,326
0.029559319301850902,213
0.013184068122987039,208
0.01823948355734162,113
-0.001298573420313321,229
0.007150365499853622,186
0.017776974761629594,190
0.0019754622702427243,297
0.006140243189201397,334
0.039390886251523045,215
0.02511130810934583,217
0.015422631991694913,196
0.02129024928794533,231
0.027008743440694732,204
0.008729659085383057,187
0.016566262841661725,294
0.02586615453132601,238
