H_all2,H_all3,H_all4,H_all5,H_all6,H_all7,H_all8,H_all11,H_all15,H_all22,H_all27,H_all28,H_all31,H_all32,H_all36,H_all37,H_all38,H_all304,H_all305,H_all306,H_all307,H_all308,H_all309,H_all310,H_all313,H_all317,H_all324,H_all329,H_all330,H_all333,H_all334,H_all338,H_all339,H_all340,age,gender
0.838882331,0.874973996,0.943375662,1.091726318,0.836917241,0.961426427,0.930854826,0.954986593,0.991233628,0.987206087,0.867111481,0.780945097,0.918934391,0.820037273,0.954593363,0.768722837,0.739135771,0.6844573,0.8739366,0.998613017,1.014475326,0.675729188,0.924351889,0.907687642,0.835008147,0.762683273,0.854073618,0.921023164,0.905245397,0.847792934,0.865083056,0.79697997,0.898548931,0.834507072,8,F
0.959078262,1.086200742,0.93362075,0.909134801,0.919685138,1.029294517,0.956287045,0.979963454,0.886087043,0.944640232,0.808306425,0.725840885,1.002127718,1.009530972,0.933420093,0.92107662,0.876934052,1.13982444,1.065672166,0.89354595,0.899585573,0.938305423,1.017779514,0.9001997,1.056854965,0.94226006,0.82346257,0.886988685,0.950111631,0.889559754,0.917538423,1.104662301,0.829529563,0.973635812,11,F
0.878575688,0.814184471,0.935749931,0.848029366,0.906449932,0.790670892,0.900931196,0.898978432,0.795407455,0.956406563,0.942024369,0.818155341,0.92031448,0.880232955,0.911613611,0.894921494,0.893864751,1.02029279,0.842253484,0.898407178,0.894997092,0.888172544,0.838272082,0.878044577,0.941665944,0.810932409,0.849103792,0.885734109,0.881650783,0.725527578,0.95820441,0.849638769,0.884166761,0.850368583,11,F
1.056734468,0.912344362,1.040395873,0.92339317,0.93962157,1.00615,0.912354635,0.966263344,0.740288497,0.993017323,0.889836975,0.906300134,0.950196027,0.974411117,0.854421851,0.842568691,0.734670371,0.979151916,0.86284512,0.896157208,0.778176212,0.842699523,0.923225449,0.927846398,0.835530228,0.896983884,0.920006601,0.807743567,0.770052918,0.810654108,0.932786528,0.897175146,0.934843978,0.898488147,8,F
0.74153495,0.822173141,0.900770595,0.854948643,0.90606766,0.789517449,0.849514074,0.924090556,0.836177543,0.886090859,0.828340829,0.941529384,1.235339244,0.822847376,0.870527778,0.890728882,0.908441591,0.966605475,0.911859514,0.893600243,0.861189404,0.877433823,0.901752862,0.989338602,0.891945935,0.919021033,0.888258223,0.928753236,0.884779285,1.08447258,0.85599772,0.77425663,0.911412233,0.951783165,11,F
0.80761354,0.791828532,0.808105453,0.742516568,0.720760917,0.783800193,0.935092067,0.732881192,0.817721683,0.737591695,0.793355082,0.7462702,0.748658748,0.832114744,0.861692481,0.872176186,0.850006835,0.912306261,0.874840089,0.977543154,0.943433443,0.892322429,0.886578656,0.914672615,0.866408824,0.870168883,0.903934178,0.915187677,0.762803978,0.816570381,0.886453415,0.661487057,0.742695798,0.784278565,8,F
0.966697974,0.959612038,0.929720871,1.094594046,0.904550688,0.857288015,0.936944801,0.965921541,0.890251643,0.881612241,0.904810765,0.730300803,0.873572061,0.922711363,0.9451819,0.959372495,0.914790652,0.886971784,1.005521138,0.873400389,1.026895249,0.91981604,0.949188038,0.808994917,0.956626807,0.907545426,0.940899084,0.973557825,0.862672351,0.866636057,0.889613075,0.841473852,0.749465481,0.873152724,8,F
0.980655072,0.912713815,0.935784917,0.912118524,1.011055077,0.840877707,0.881305695,0.971897407,0.738625579,0.949200411,0.840441784,0.899107588,0.86857942,0.781917453,0.896670594,0.787659571,0.774559619,1.031911569,0.942116521,0.829285379,0.951142131,1.085065626,0.823217104,1.025051523,0.907292212,0.801328432,1.001632879,0.929159633,0.861563325,0.822421214,0.803511062,0.844731046,0.875706726,0.86201669,11,F
0.942479232,0.862292132,0.715759715,0.897297382,0.803315202,0.809421983,0.733288817,0.833133894,0.727004442,0.75780977,0.894272743,0.81067802,0.834785016,0.827125578,0.817412698,0.821060016,0.796984984,0.905128186,0.968566165,0.878338405,0.986373901,1.016974804,0.985212432,0.952175222,0.921977198,0.945882954,0.845878983,0.881661787,0.803708147,0.97976973,0.910353368,1.01063971,0.903134105,1.001624575,11,F
1.177463847,1.023515968,1.047706932,0.902564964,0.844391466,1.167057715,0.794645861,0.999186355,0.798500711,1.019480235,0.782355078,0.684248104,0.946593531,0.786284856,0.861218758,0.882275357,0.955890027,1.071838559,0.92764942,1.048543847,0.924163943,0.784032888,1.075733801,0.93781042,1.063001912,0.862558924,1.018457902,0.807901447,0.820643568,0.794395168,0.928073441,0.833887296,0.878338861,0.830089649,8,F
0.830852583,0.837868624,0.922552893,0.903063062,0.689231332,0.95776712,0.905092858,0.808419429,0.953838926,0.805069504,0.821905719,0.851465836,0.865894851,0.910099216,0.836136496,0.764713127,0.787099297,0.939311801,0.88321559,1.008603732,0.948173727,0.908099087,0.943171008,1.004965962,0.8749239,0.880878982,0.822465775,0.904040694,0.877269256,0.882793833,0.94155398,0.885205729,0.982729589,0.839246715,11,F
0.897285692,0.920068805,0.973531178,0.680708981,0.809037414,0.977463917,0.887475023,0.738551346,0.80474535,0.911299642,0.823083034,0.865781122,0.784922328,0.789338743,0.735856381,0.856338099,0.832387482,0.705646174,0.711119552,0.768852219,1.031120291,0.865730589,0.841532814,0.906396072,0.727429741,0.899837161,0.843028507,0.713150041,0.841707491,0.790739194,0.675651499,0.8627946,0.797657746,0.897071959,11,F
1.010748746,1.002379344,1.018853502,1.040185138,0.944943185,1.003547406,0.90299706,1.037798812,0.874094195,0.953027412,0.881284154,0.893091978,0.941560141,0.974076996,0.816556336,0.864441128,0.710022199,1.070758298,0.914185567,0.970773386,0.914631302,0.830372725,0.998140878,0.909570893,0.978064332,0.84764123,0.90697142,0.922323413,0.847762783,0.906303042,0.90575975,0.775130263,0.863872453,0.882171975,8,F
1.034997591,1.047588807,0.801458275,0.824697984,0.924024621,0.986173367,0.975530987,0.997378877,0.915978994,0.919404792,0.92946454,0.915756481,0.894126271,0.790949688,0.730667952,0.788790876,0.825449068,0.99836888,0.927829951,0.866207496,0.898570226,1.030269341,0.951340664,0.906034876,0.911933227,0.964068705,0.872247009,0.895340975,0.93672184,0.725216456,0.871214209,0.960788999,0.768262666,0.909738201,8,F
0.921001796,0.946630846,0.895437897,0.843275744,0.84094882,0.976132725,0.941559943,0.935573233,0.73076644,0.829933536,0.80316248,0.856863574,0.823509728,0.817971601,0.83756956,0.884655762,0.806573294,1.026817419,0.829501404,1.017278417,0.820033982,0.832857765,0.991079189,0.927409318,1.037762103,0.804331138,0.91378473,0.840497741,0.822200479,0.833457145,0.805797737,0.866961828,0.836938128,0.808722524,8,F
0.939510131,0.846822188,0.815351994,0.787231973,0.73690452,0.835100229,0.757877033,0.803338364,0.762958684,0.714895409,0.82811411,0.933491022,0.93868856,0.877610883,0.822611618,0.631305529,0.859662411,0.965083309,0.890268441,0.863766934,0.954242257,0.863361524,0.973236052,0.819447693,0.886425036,0.766309105,0.917520942,0.895091215,0.766620008,0.870092665,0.865950091,0.892901978,0.931075457,0.862909298,11,F
0.799196013,0.785090185,0.762842528,0.759082765,0.730526652,0.878534704,0.746674189,0.788510686,0.902630313,0.835875639,0.822810403,0.761488275,0.924394022,0.779830824,0.912518695,0.849064216,0.839614323,1.005916986,0.949998636,0.815678541,0.953426811,0.939342122,0.849891645,0.943714982,0.821754174,0.906613661,0.956247198,0.769199597,0.803584044,0.920597071,0.821888639,0.982838575,0.8663987,0.840462305,11,F
1.013335836,0.963964032,0.939615591,0.908738283,0.872636405,1.01927316,0.955191609,1.056872595,0.939959921,0.959102073,0.932234508,0.90453529,0.894192765,0.952799953,0.912196136,0.829174996,0.82563473,0.95881788,0.953450766,0.90269158,0.918786973,0.872539871,1.021118883,0.957161961,0.945237481,0.858609111,0.915363878,0.738180395,0.709048087,0.812383343,0.836663703,0.922874923,0.805395303,0.914774978,8,M
0.87729123,0.937611551,0.823168254,0.852213175,0.870190823,0.853093181,0.909787103,0.838324834,0.850250431,0.744986273,0.738757675,0.924837961,0.813759103,0.789422051,0.793688543,0.731023582,0.780958661,0.877077097,0.960626181,0.849741537,0.853750551,0.936252936,0.859175991,0.940574406,0.832244275,0.890924652,0.816596523,0.926102012,0.886108104,0.745215002,0.733131948,0.751316808,0.921857213,0.864528876,11,M
0.846846731,0.927144899,0.864464259,0.79952335,0.783116137,0.821178928,0.832623738,0.831645544,0.851149744,0.887246389,0.907191126,0.819451346,0.816998826,0.771719413,0.829702952,0.736125821,0.843263397,0.948328926,0.966591372,0.823614319,0.959025519,1.038279699,0.860697288,0.939700444,0.852192014,0.989447104,0.847300087,0.775283365,0.8685329,0.97293779,0.833457829,0.989749526,0.736602367,0.816817697,11,M
0.814048234,0.846256601,0.85537886,0.787392792,0.841450512,0.866890751,0.922592423,0.862907536,0.802684279,0.838741987,0.916573222,0.910534324,0.830306436,0.728647405,0.80552545,0.938583203,0.905257753,0.926021794,0.847344881,0.852606638,0.797779643,0.924047712,0.875176121,0.967528177,0.763583289,0.853999025,0.717708239,0.991113384,0.833465967,0.926983099,0.674056761,0.890043762,0.990432353,0.918028646,8,M
0.818691014,0.909610477,0.667187005,0.859536291,0.880678681,0.751839373,0.754062417,0.793096091,1.077884436,0.985302861,0.919517876,0.933408594,0.832107412,0.961581401,1.023560771,0.889895284,0.96123147,0.812792603,0.830282643,0.724614185,0.805696856,0.933304581,0.749953316,0.781336946,0.780959111,0.958484318,0.91547122,0.874924949,0.82130839,0.774026242,0.970478075,0.831936324,0.753573712,0.923859115,8,M
0.817376987,0.873523102,0.718982691,0.862157223,1.005003327,0.886227789,0.960102871,0.845411479,0.861425537,0.794877857,0.936895498,0.855445255,0.773015309,0.839967943,0.745731413,0.886725924,0.848538611,0.852984409,0.942430682,1.026242817,0.777635484,0.835458154,0.965497434,0.952214966,0.877355585,0.842710034,0.817561012,0.985078305,0.929002749,0.814699159,0.805709107,0.908988073,0.781192682,0.921158649,11,M
0.912489128,0.918047779,0.916388841,0.924672721,0.950675422,1.071782215,1.025984447,0.863755391,0.909530551,0.93834822,0.838344717,0.827147799,0.925691485,0.93209194,0.834706862,0.759900222,0.845530587,0.751390717,0.809996659,0.809560099,1.021249029,0.78598653,1.004577935,0.760297843,0.871394349,0.854532995,0.846362509,0.84909487,0.755281557,0.917142234,0.971397046,0.835078925,0.912123611,0.924151538,8,M
0.98735114,1.021855013,0.995869264,0.91881878,0.918071481,1.043563782,0.948445512,0.843944037,0.907830892,0.790539536,0.670504381,0.706293655,0.764057956,0.851963264,0.819757185,0.861688673,0.852402618,0.844394357,0.829103427,0.989857176,0.918366131,0.891896425,0.911493228,0.911512544,0.926263188,0.897655708,0.801711677,0.951886887,0.904640561,0.89007564,0.919356153,0.908475322,0.740801432,0.930093239,8,M
0.94449302,0.809968637,1.01284553,0.935970905,0.780326115,1.026955684,0.962702657,0.985383605,0.830676492,0.831065939,0.852526751,0.768480533,0.748207776,0.94983742,0.769302576,0.86402001,0.919500434,0.938145548,0.744402513,0.91341731,0.954814412,0.687986082,0.946099553,0.967841356,0.88617689,0.803405546,0.817975363,0.783225325,0.796381018,0.887431321,0.80044398,0.721287123,0.845237202,0.869628556,11,M
0.942286759,0.861510346,0.823772522,0.770564815,0.901717341,0.971933271,0.928092059,0.849686674,0.915975988,0.662900103,0.774532846,0.836176508,0.909716409,0.9127614,0.757381906,0.810821715,0.800154119,0.885951707,0.958794421,0.916762758,0.816389747,0.874326738,0.867603417,0.797683227,0.775531682,0.880105196,0.862949113,0.916407988,0.77355392,0.792488657,0.874356817,1.073419729,0.882821562,0.913655483,11,M
0.924907785,0.805967726,0.687639725,0.861450316,0.889511671,0.832985184,0.903198361,0.859023353,0.85105041,0.853187031,0.860543032,0.8824531,0.934221062,0.89870547,0.877065353,0.828276135,0.783897333,0.852294747,0.825673823,0.894653539,0.834512968,0.918615376,0.918011878,0.819837889,0.871100684,0.950935724,0.784848355,0.861525545,0.845317887,0.780005656,0.750721033,0.965231856,0.977810549,0.996775509,19,F
0.829681737,0.869523816,0.834181582,0.810678217,0.980064401,0.914360124,0.886015925,0.804147536,0.824877832,0.844631515,0.93317083,0.927849375,0.749326588,0.802458729,0.939115912,0.760442822,0.844252909,0.794837218,0.85377001,0.895213725,0.921965223,0.761549836,0.821360757,0.911846995,0.987180115,0.862839638,1.021215618,0.865829475,0.815935354,0.905154503,0.863288073,0.713313648,0.826220006,0.887093485,21,F
0.689075606,0.755084862,0.74428397,0.884490735,0.890740019,0.599313885,0.839288443,0.848571689,0.819065849,0.843515192,0.851271927,0.867864209,0.766296338,0.838388275,0.805143481,0.886758839,0.943142516,0.892487612,0.815472398,0.936344488,0.826850867,0.752939403,0.87660214,0.951704495,0.904116909,0.8567765,0.743706836,1.020230195,0.794125715,0.797066437,0.929138486,0.861820987,0.884557633,0.867415612,19,M
1.02004623,0.841835631,0.881536576,0.948765562,0.902794499,0.829078665,0.866759233,0.836931009,0.802873358,0.810379653,0.901771247,0.921520263,0.828807102,0.80849277,0.780756532,0.792883656,0.865940106,0.856658338,0.844208336,0.970640548,0.942610195,0.948189642,0.939337058,0.804671144,0.872994953,0.84234696,0.806810013,1.007437551,0.839936591,0.816881944,0.871450898,0.742557629,0.893465669,0.793780267,19,M
0.856517815,0.772700962,0.765450345,0.852422105,0.902059293,0.693150845,0.866509427,0.89295996,0.937893595,0.795401071,0.919172952,0.812571351,0.87248625,0.863338472,0.792139546,0.800347976,0.797202932,0.925670386,0.941601119,0.80206663,0.798310205,0.734887234,0.805228149,0.784049898,0.999509595,0.917229516,0.850819093,0.875265176,0.887081277,0.779373902,0.746159563,0.946504884,0.875412655,0.821989056,21,M
0.768912291,0.835683373,0.865162978,0.842996665,0.774336358,0.764097626,0.803389587,0.808266646,0.888675548,0.923115742,0.948985696,0.870842149,0.826517451,0.886143596,0.946480299,0.980628345,0.903714595,0.897605921,0.844217181,0.833704985,0.823900505,0.901259438,0.824841481,0.927850754,0.808834944,0.885376023,0.970653214,0.901069642,0.739681672,0.771085393,0.975026003,0.616691071,0.934267297,0.772578659,19,M
0.857746209,0.889371389,0.796556793,0.83878485,0.877088466,0.831484548,0.819646199,0.845126709,0.87769073,0.778137119,0.896817664,0.855946389,0.948238924,0.852317348,0.937530292,0.862038674,0.853840789,0.885081979,0.849428979,0.760194372,0.8162295,0.886734388,0.816630514,0.894990062,0.853847328,0.779830673,0.83482607,0.824365433,0.884958249,0.724057246,0.806011841,0.859001551,0.901171579,0.888671205,19,M
0.901924016,0.952939151,0.717621573,0.900143947,0.843651718,0.883418854,0.870751297,0.897357047,0.869299639,0.87898268,0.857632362,0.902318565,0.794188819,0.923703976,0.823323989,0.84584442,0.768726924,1.014686339,0.907579461,0.840747512,0.888925053,0.857096602,0.882753271,0.869598063,0.907944408,1.01718405,0.827843393,0.772351309,0.967456676,0.861461179,0.871215207,0.860173923,0.869795094,0.878689224,21,M
0.984906487,0.985033102,0.979095532,0.949294805,0.968404443,0.924007311,0.903575582,0.810787386,0.949630277,0.962655844,0.833310364,0.653354425,0.867486819,0.948938552,0.76506625,0.81470738,0.727779968,1.018693452,0.888848745,0.867988599,0.95114058,0.978860855,0.823789688,1.0285927,0.94509561,0.891868496,0.89588916,0.901420941,0.88465724,0.917399878,0.939983747,0.858366188,0.662359652,0.79559577,19,M
1.034133887,1.050161907,1.052171639,1.093315926,0.931168398,0.952255685,1.050158288,1.18650849,0.967208502,1.011859361,1.092909499,1.034829355,0.891899161,0.992652501,0.895575304,0.83496931,0.84980516,1.072760637,0.970959136,0.940794105,1.007764062,0.979526849,0.926267381,0.909968674,0.895103869,0.981243316,0.948292647,0.83625532,0.982641135,0.949158753,0.825957908,0.843492769,0.753108999,0.866540531,19,M
0.820187268,0.76726965,0.796244893,0.942751998,0.908620912,0.679116913,0.840292326,0.788550787,0.851290772,0.884343067,0.85817693,0.896191548,0.869788962,0.82364036,0.944318612,0.919604302,0.835179886,0.766019183,0.849908276,0.687854514,0.779082327,0.935230692,0.736397165,0.743802735,0.784475753,0.833664443,0.980032246,0.79150798,0.947811955,0.943325051,0.846097753,0.855109329,0.799312371,0.853667554,21,M
0.711481144,0.735312676,0.846624686,0.86763718,0.917861579,0.837441628,0.794378485,0.806333269,0.950624431,0.847815708,0.85420355,0.907377328,0.913064854,0.819168126,0.804586043,0.900586583,0.824160826,0.827747621,0.763750344,0.822223012,0.903231213,0.974239363,0.854011372,0.784943373,0.845234312,0.860322243,0.960046785,0.828218045,0.952316226,0.703284565,0.809161056,0.897232151,0.718454928,0.899540154,19,M
0.959441976,0.979998407,0.755854775,0.873431281,0.939210767,0.818157006,0.843830718,0.959752327,0.807943744,0.956438654,0.871610674,0.992700378,0.941823514,0.928608492,0.882084568,1.001055764,0.905181666,1.006086572,0.900658651,1.002369559,0.89128669,0.899521725,1.045494544,1.00238053,0.909296376,0.921388363,0.853916886,0.879976376,0.989538565,0.912911398,0.836132299,0.954923301,0.842143625,0.990712327,19,F
1.128466413,0.802152995,1.013011334,1.011756236,1.091435623,0.938211036,1.019677171,0.949769925,0.996564394,0.837469822,1.138499851,1.055664291,0.780949528,1.0766023,1.12028055,0.762571151,0.953695122,1.070508948,0.838533561,0.989233585,1.08694459,1.205190898,0.938160443,1.085373089,1.097102798,1.002852598,0.732448763,1.095689151,1.01174933,0.860879295,0.988233951,1.135661894,0.790678872,0.990423349,19,F
0.880546166,0.948479201,0.815416353,0.823556839,0.684850094,0.932306384,0.759155514,0.852584244,0.879661493,0.975856131,1.021752327,0.969906771,0.906184441,0.907485391,0.760408718,0.839902858,0.896476417,0.896997873,0.994948409,0.830435633,0.905024868,0.808218571,0.94946584,0.793484141,0.921305721,0.847913385,0.927030758,1.028961818,0.997781168,0.783676633,0.773901838,0.791947472,0.738469739,0.727987584,19,F
1.03103326,0.889296114,0.926775797,0.891614866,0.845209038,0.985076427,0.871971375,0.825680248,0.822829126,0.868257116,0.887807259,0.890777505,0.927439263,0.849032471,0.815628119,0.81360853,0.876719726,1.030501032,0.670305894,0.773502371,0.804068789,0.905303002,0.878338627,0.888036904,0.800787335,0.94922236,0.818004901,0.897336304,0.817438533,0.850257189,0.784896809,0.829935013,0.812020772,0.797933469,19,F
0.849852131,0.848595022,0.849116335,0.828306243,0.947230048,0.853091179,0.856689795,0.80329684,0.856599249,0.868449987,0.945710908,0.856218636,0.92639432,0.913377588,0.830831648,0.849749025,0.90167086,0.782276839,0.883700358,0.861307262,0.917281021,0.881658969,0.876924711,0.869098843,0.937564062,0.738315456,0.952772462,0.917302344,0.816522722,0.90007847,1.017220996,0.844028586,0.883453376,0.7672637,21,F
0.899595344,0.855074239,0.857278167,0.844143343,0.839805019,0.997752511,0.865134996,1.038545402,0.936755668,0.921072574,1.020068079,0.788721756,0.940973064,0.81048677,0.870459158,0.828436315,0.693120613,0.948607381,0.896251914,0.856598641,0.88412388,0.933491506,0.875178963,0.954313993,0.818921137,0.717451726,0.833728462,1.054384305,0.809879017,0.937169402,0.929615321,0.785116362,0.925525461,0.858309384,19,F
0.859325472,0.73446558,0.825119907,0.646062353,0.981806362,0.810676807,0.927954558,0.904913737,0.804770306,0.851339479,0.824408243,0.854059296,0.701288514,0.805097593,0.82035677,0.81838042,0.77754868,0.925159314,0.913926674,0.846666796,0.861491345,0.950697225,0.944444025,0.869955343,0.787991222,0.854255067,0.832902055,0.682988595,0.580593713,0.907063446,0.897750387,0.793131117,0.688263881,0.827240989,21,F
0.963965579,1.032520074,0.954487486,0.977543332,0.84935454,1.063655312,0.963694307,0.897374348,0.921836968,0.961423024,0.832041208,0.902798582,1.009431811,0.81778511,0.863187415,0.853575958,0.968777915,0.808812697,0.960158429,0.895088169,0.89385415,0.730849386,0.94687724,0.743402649,0.883902758,0.967044151,0.806563317,1.016600264,0.90291259,0.719764858,0.872928007,0.863852307,0.958170314,0.944630096,19,F
0.842494663,0.748143054,0.744888459,0.738623148,0.897869338,0.981975709,0.939553227,0.86766893,0.868506463,0.830307839,0.786340127,0.7724613,0.712023352,0.799128993,0.810497359,0.829737637,0.801981716,0.837598765,0.765500759,0.804703752,0.820548739,0.728047678,0.813196373,0.774926011,0.85562244,0.831912855,0.904208298,0.884703318,0.861222147,0.876643215,0.880702746,0.823051561,0.89329964,0.795260311,21,F
0.886756965,0.91936111,0.810083751,0.864273059,0.90483935,0.859735739,0.860347514,0.869233235,0.816898451,0.900955351,0.878928205,0.899981984,0.880847916,0.915433246,0.931811752,0.897048229,0.935390442,0.998403599,0.863164486,0.837569543,0.859930263,0.940390698,0.858237854,0.876395237,0.877305441,0.867553535,0.932080718,0.875192914,0.852445956,0.788830296,0.794810585,0.932244692,0.849925611,0.842257228,8,F
1.082629422,0.971433033,0.936255594,1.023956417,0.932003927,0.967281995,1.035431952,1.010396177,0.82086231,0.926217465,0.744099585,0.767689252,0.880825821,0.816466309,0.850827519,0.738053139,0.742074013,1.028085265,0.837604532,0.96951507,0.900292768,0.781150626,1.019633432,0.948424474,1.020743166,0.878069779,0.814094926,0.833756188,0.812026405,0.757719997,0.918511304,0.818657553,0.754151813,0.729259448,8,F
1.024627113,0.879724512,0.879941612,0.877297578,0.837154306,0.900011008,0.916299497,0.912761642,0.724792768,0.71763252,0.961139194,0.810133185,0.877568657,0.928283679,0.911168144,0.790300845,0.905576826,0.999948664,0.848366653,0.965782648,0.983521647,0.744871795,1.015282521,0.831566468,1.015267924,0.923253989,0.811526715,0.702516408,0.825944228,0.899714875,0.860727209,1.022676977,0.884659992,0.847950359,11,F
0.784102767,0.689227211,0.862731707,0.83959472,0.937222158,0.916510648,0.874788,0.867993969,0.861605933,0.774328361,0.667071327,0.659836916,0.820059709,0.764432443,0.70309879,0.819447635,0.807383723,0.966819225,0.930589652,0.936854615,0.881870793,0.87528055,0.994644283,0.890904265,0.912270313,0.885896857,0.848475381,0.715660065,0.768258266,0.995622796,0.756695687,0.85644336,0.824368539,0.772639281,11,F
0.962598969,0.950171374,0.975275157,0.798463135,0.836540036,0.993943467,0.891943913,0.929183355,0.84189148,0.968245409,0.905133358,0.849268195,0.90899792,0.852203183,0.956156169,0.879289745,0.912769025,0.967531831,0.896009209,0.986749981,0.842777261,0.904590186,0.998115475,0.868404294,0.941484414,0.848517522,0.973438053,0.99541377,0.95735552,0.861468194,0.818332303,0.824610666,0.81625158,0.77951822,8,F
0.972399616,1.003944568,0.908132212,0.894412021,0.981710818,0.890615465,0.923605003,0.944217883,0.95028216,0.959903925,1.003366606,0.917537451,1.076115491,0.917416118,0.99357485,0.863677637,0.975707283,0.983727747,0.99077516,0.924813576,0.923051363,0.925026048,0.947081677,0.970954451,0.906133901,0.992819619,0.955591546,1.015115236,1.025261676,0.998036613,0.932438002,0.945830323,0.881500265,0.871958205,8,F
0.772397941,0.767278523,0.699274027,0.767704434,0.793260573,0.75044807,0.758149632,0.777824186,0.811015141,0.77773523,0.941756601,0.904465809,0.88992613,0.826548147,0.751752996,0.810100656,0.806014575,0.824543975,0.96679685,0.717234461,0.71277289,0.865633793,0.747306838,0.822805702,0.792347781,0.726201634,0.813804479,0.901895063,0.965129772,0.952633975,0.812914346,0.804772837,0.823276841,0.94441648,11,F
0.782696082,0.709664748,0.794274303,0.817883792,0.850753963,0.809976891,0.858446147,0.712008952,0.934250691,0.766159977,0.852080176,0.753159453,0.792368747,0.730427896,0.832017345,0.77932628,0.776102343,0.744873288,0.676262883,0.83862621,0.785130868,0.760549742,0.733127389,0.853655028,0.762370475,0.876011062,0.963411924,0.691871099,0.732143421,0.668248702,0.732653703,0.807418066,0.708610852,0.744610116,8,F
1.11226488,1.109051795,0.956733677,0.974716311,0.948982079,1.104155419,0.891444744,1.137085025,1.037156843,0.905416951,1.084282193,0.981288341,1.122651903,0.996872308,0.847335714,0.850647036,0.834013785,1.13478537,1.147641273,0.874302914,0.941056103,0.972639029,1.050807348,0.981625924,1.084833037,0.766829637,0.850948739,0.928176769,0.959660543,0.914233688,1.0128156,0.854630863,0.795160114,0.756734129,8,F
1.046770429,0.972111928,0.920319948,0.982728693,0.979527637,1.071865333,0.974793024,1.06037853,0.746584246,0.895726024,0.739930794,0.895540489,0.83240194,0.911013247,0.977807498,0.770237895,0.889715841,0.966410121,0.874362177,0.990196889,0.910832938,0.903727468,0.99705343,0.918139975,0.900530629,0.925865607,0.886626902,0.847943596,0.874769935,0.808642004,0.901291127,0.83921365,0.804024095,0.806434239,11,F
0.789112945,0.846882769,0.653490665,0.882779634,0.724216828,0.714049051,0.633168017,0.791904071,0.77008446,0.855779929,0.693044029,0.938811348,0.814434422,0.891797611,0.825177192,0.810462219,0.814990034,0.980422662,0.925860117,0.943073695,0.901767091,0.917207095,0.908933154,0.909616124,0.942882121,0.782351896,0.930634958,0.835535443,0.685180367,0.94279938,0.873933203,0.809951514,0.968228434,0.781031906,11,F
0.950649279,1.092506815,0.846073585,0.839229864,0.918331812,0.91403826,0.888618251,0.979416164,0.846532454,0.949931519,0.867304299,0.801371382,0.940949233,0.801974355,0.961429378,0.7707317,0.765276488,1.033979757,0.945491583,0.935852697,0.782178152,1.01868011,0.949981318,0.968678969,0.861563627,0.881663429,0.932756892,0.700403604,0.812326803,0.821275239,0.949823077,0.767415319,0.782436364,0.739267837,8,F
0.897829688,0.945181061,0.844398016,0.881020243,0.776304394,0.842549024,0.89970657,0.878886716,0.77540045,0.687243991,0.785653672,0.859517274,0.92776977,0.671557773,0.818856752,0.896188977,0.87642301,0.843564267,0.91276317,0.827023855,0.851536508,0.881812693,0.736784184,0.869100822,0.721848283,0.796704511,0.883876832,0.871123358,0.749154671,0.747468245,0.793530149,0.897076345,0.873650169,0.821171419,11,F
0.806111202,0.799879835,0.819258625,0.859589802,0.820137717,0.817084016,0.89487117,0.918140654,1.999999963,0.866500032,0.770758879,0.811566149,0.763008686,0.899083476,1.999999963,1.999999963,1.999999963,0.788888091,0.788737153,0.774766505,0.784690935,0.933968951,0.828133951,0.759076573,0.971785488,0.699995902,0.830100382,0.708140732,0.745560922,0.943879801,0.884643531,0.752118502,0.727619689,0.721063534,8,F
0.849028966,0.862780149,0.934310013,0.899228676,0.843438076,0.778874037,0.86296531,0.843507529,0.883350013,0.799236284,0.823948212,0.87937523,0.856432625,0.818099303,0.934812175,0.89003218,0.843711011,0.882443508,0.896601997,0.801469024,0.885739359,0.844791205,0.81218833,0.869958612,0.875225863,0.84321165,0.781501099,0.784999761,0.86118674,0.847339846,0.728658358,0.836195893,0.915004503,0.927728181,8,F
0.994077637,1.063141626,0.85659712,0.900306317,0.796370182,0.921661819,0.890228523,1.042039746,0.800956975,0.810554888,1.066464336,0.933000836,0.83340489,0.910345347,0.749898611,0.852726793,0.802880168,0.995898905,1.08544148,0.936678333,0.807569805,0.910006121,0.899446804,0.920789342,0.931357413,0.867552034,0.826737597,1.102461345,0.953202821,0.882855203,0.806432968,0.823348906,0.930984627,0.811911953,11,F
0.905644618,0.984646231,0.814107405,0.857523881,0.885146865,0.869142152,0.926980465,0.917154209,0.831483356,1.007274496,0.827348396,0.813389159,1.154612771,0.814793976,0.976904482,0.919819486,0.87055246,0.959662343,0.912877081,0.94192724,0.901253374,0.832995247,0.95666099,0.930181466,0.93899087,0.907201086,0.910005123,0.859862775,0.758201171,0.793213069,0.76996016,0.902484223,0.984077855,0.965750384,8,M
1.185712805,1.203221853,1.099933757,1.061262558,1.079726085,1.088245179,1.05612723,1.066900307,1.028784545,1.009380822,1.13329486,1.053685003,1.073807067,1.1628293,1.070974124,0.935141961,1.019697072,1.135565948,1.136834848,1.030446741,1.075372281,1.140717435,1.103745467,1.081830362,1.09093561,1.078622135,1.13306458,1.175775228,1.048457408,0.96949309,1.180224357,1.113414643,0.975815684,1.15159919,11,M
