SArank,part,H,allf
109.5,0.778945513916856,1.1262003202243664,23.218507585865897
53.5,0.7596453076322466,1.1514868503306963,18.85365569938422
64.0,0.7817169291664057,1.1161347173915002,36.54188085836005
24.0,0.7736673659458028,1.138985235092559,33.61389966968613
60.0,0.7996326553661697,1.0958845680504432,44.70806003014116
94.0,0.7891710128722598,1.105696320448882,34.67337032726857
8.0,0.7765354356726966,1.1309434984686753,46.95956749093605
91.5,0.7863075606145263,1.1324573512273568,24.0971557802261
76.5,0.775555713709117,1.1765564293790332,30.34560707140272
139.0,0.7783368598285108,1.1535073456170897,28.053950158134445
9.0,0.7609062168744811,1.1739873870933708,32.929279223846585
87.0,0.7687108674013564,1.1512314145664169,22.127341702694352
75.0,0.768430802497425,1.108957383940741,15.206899133970724
28.0,0.7573919990000324,1.108431196503248,17.70802275508806
22.0,0.7637917559783189,1.140345046924594,21.27081682611493
73.0,0.7882925381251992,1.0809536608296129,18.14380716518306
44.0,0.7694485862340464,1.101066624099092,18.83002798167808
3.0,0.7589806364356241,1.1602552882970047,28.45911958289076
1.0,0.7494775451430469,1.130856058548226,20.703385131086392
12.0,0.7677987950390698,1.0920175844248845,18.22382503428181
16.0,0.7581955017927765,1.1642281267125272,29.714471067772244
29.5,0.779168265850719,1.0849661546301888,17.16141896524126
36.0,0.7554845766390966,1.136083449764563,31.581426388343843
58.0,0.780625944817923,1.1359865819319357,23.73253497499236
88.0,0.8042198961835584,1.1088967734321786,13.116429076010249
38.0,0.7887116843536496,1.1067387487304812,15.562485781131231
17.0,0.7987844807170653,1.1004556541674608,21.68935476439282
68.0,0.7937396862640761,1.140729014423155,23.18583343178637
14.0,0.8019113138228833,1.1363776209622416,14.281740893443123
55.0,0.8081154751293173,1.0853091526668501,13.436533266748087
42.0,0.7992280574116599,1.1106487069242905,13.733826091869512
118.5,0.8020322674668013,1.1255475140713804,14.426936866379169
34.0,0.7933830498792173,1.1306003162036575,18.061579918421536
13.0,0.7955891345689836,1.1315438584811297,16.222606680876133
51.0,0.7913056086795401,1.1114349176365108,18.04393438097333
91.5,0.7909927468382224,1.1294811866658483,15.169875752655557
18.0,0.7939814964937625,1.088511473716355,13.575441951224244
47.0,0.7995222315501661,1.1101419927682379,23.5382643374922
19.0,0.793632734829461,1.147685459778338,19.80011660673071
66.0,0.7929981669974036,1.1448851741063455,19.11306350414652
11.0,0.784942176965909,1.1405786380216862,16.18412523429374
39.0,0.789408732214375,1.1191920776824287,20.617608985962523
27.0,0.7903490158113711,1.128371126914138,19.57929999365497
189.0,0.8079433692294318,1.0795944922306642,23.26414447604108
100.0,0.8010549495603853,1.0955304256283385,23.49756574516403
177.0,0.8076641594279117,1.081375202328487,18.38214880980801
170.0,0.79893796081106,1.0713678457908014,15.036918058339658
82.0,0.8003755496542209,1.0703412956417249,13.70823277903884
172.0,0.8013944318699436,1.0891676817151676,27.51667662869039
127.0,0.8008813621921966,1.078765861774472,16.596480864062784
70.0,0.7978497491326054,1.0827359165629746,17.919980830683713
154.0,0.7959473154379698,1.113537169435822,23.41868793572922
107.0,0.7993317763323099,1.0745170653856904,18.76978546887628
148.0,0.795832512974925,1.1267269022707962,23.38959734015953
78.0,0.793135156716944,1.131550191619512,20.658377798468575
84.0,0.8016968134729245,1.1182963934205146,23.12640778983383
41.0,0.7933093397519451,1.1057282266733781,18.368251667769
112.0,0.8028874459626932,1.1065756078837055,18.889229004085312
59.0,0.798304961921014,1.108514393175282,16.9260827947439
250.0,0.809473983493325,1.088803805981828,17.208738253763535
182.0,0.8059850428630398,1.0894769946901546,15.76236755464463
262.0,0.8056268958040925,1.1530602355187543,24.18832379595574
135.0,0.7873619029752374,1.160015966231903,25.44894085381922
121.0,0.7950344427698242,1.1202256614439958,23.52112790146234
136.0,0.7979114465642544,1.146887494425252,25.22151325445242
93.0,0.7950846251017875,1.1528845124163158,16.585728390544453
81.0,0.8002326344194263,1.1141112688102126,28.74388050530557
153.0,0.7952968640582498,1.1417402287228486,19.087298182820245
179.0,0.7964372365241255,1.1563336787978704,17.84685751857811
162.0,0.7971180724049597,1.1599045132815355,24.266538864961912
106.0,0.7992723957105649,1.1670216563660338,32.24693098834494
129.5,0.8000305638825399,1.1659178948341757,31.760332648075185
218.0,0.7955477866395361,1.1555725111480482,23.600400763490047
131.0,0.7988102674945894,1.1071109240254424,19.56101204920195
235.5,0.7928318477235733,1.1601419020254198,22.61048463009446
108.0,0.7950215538378004,1.1283429966886716,17.246963463493774
124.0,0.7942580569258445,1.146793192562007,17.93845639263786
86.0,0.7886447035547178,1.1576877525926152,18.75940858301656
137.0,0.8037149503853515,1.1805539194214858,26.932766201525855
111.0,0.7907043121410812,1.164115359188201,23.388805698504022
104.5,0.7970324722399516,1.1309950843892096,25.05411246155295
167.0,0.7985050730755034,1.159023535990288,15.528951523231784
234.0,0.8032683250187331,1.129266024505586,12.31274980800002
192.0,0.7920122105687187,1.1441980681426602,12.48067179773141
247.0,0.7984310809914483,1.114973884169536,18.52182101246722
185.0,0.7977475529029424,1.1218268966301939,22.023350514977174
261.0,0.8019550509982223,1.1153379668727126,25.50214266847365
309.0,0.8029399453725805,1.1501070447114505,28.387865920773493
225.0,0.8053531174396106,1.095678599109839,19.588061825608168
298.0,0.8084524756846113,1.0854176884511095,20.99578974710472
241.5,0.7997187931328796,1.0871218910214508,14.397124548458288
230.0,0.8006458883196313,1.0760041879593911,13.388878906446632
160.0,0.8044548892371041,1.1045641780742987,20.44304568101589
264.0,0.7984064084326277,1.1487596841602703,18.322785910451117
147.0,0.8091168777416662,1.0990711301808116,12.532959990619206
158.0,0.8053035445130622,1.1127043988793393,13.416329328747535
123.0,0.8081333140692233,1.1369943766358095,16.06491864510994
207.0,0.8035472264406147,1.1030623850884336,13.921159103726367
252.0,0.8027030633571757,1.1348700876819215,14.047484486089717
144.0,0.8018482377243816,1.1399791157014918,20.9800803097296
356.0,0.7993533123915401,1.1323318196492074,22.308532830695828
341.5,0.8019281589534546,1.1303567364121443,17.364848394855404
381.0,0.8005114748971147,1.1424316587119174,17.049294161881015
319.0,0.806863541186439,1.0823455670625952,15.71002250975624
325.0,0.8100408294573622,1.1035379979074085,15.437885047174632
256.5,0.8075400191253693,1.121063056371225,18.273992970745795
348.5,0.8060763345779769,1.11705793850731,27.94531263501232
277.5,0.8077932326476457,1.113033596409436,14.939279005393868
273.0,0.8050701183325564,1.0873894911982924,16.59397610721005
295.0,0.8060693950255451,1.076623847393504,18.36527519907613
308.0,0.774827163669092,1.0962364718030506,21.21217444213997
260.0,0.7980665254748188,1.0926978063361656,18.82826553151594
341.5,0.7658915619866219,1.1141355667021453,34.53863572633592
275.0,0.7836207540314416,1.047454622409567,13.675785653972593
256.5,0.8137618839379093,1.0699523376640292,13.919108105645138
249.0,0.8147457564329631,1.0315458408401867,14.33288717075777
300.0,0.8186840374168292,1.038730154455768,13.413510041318988
251.0,0.8135295975551974,1.0436886598214408,12.039130213598389
270.0,0.8062155105628916,1.069564346686296,19.238410588787215
219.0,0.8125499733066507,1.0670409880564824,30.30609613601297
269.0,0.7989301531852445,1.1433332815055446,25.40002138471372
198.0,0.8026664341560193,1.1204489723906486,25.327189317159892
330.0,0.8033408812852647,1.143493966190572,28.782727946862305
248.0,0.7957745930168384,1.1479639017985872,22.943171521513964
221.0,0.7951406638475901,1.153792281684113,18.010758445488413
180.0,0.793749326090826,1.1332220935802957,14.2168718239561
225.0,0.8020901527341185,1.1420968983501363,16.319592522095643
327.0,0.8020565848999712,1.1201840030159853,19.43465120396388
345.0,0.8022219266918568,1.147477530375582,19.575452713953105
245.0,0.7979212162532615,1.1279085692455326,16.970477167993362
292.5,0.8000988499197823,1.1307654514684236,17.31611162156111
313.0,0.8032608927273404,1.1395130971893308,15.65343479919519
151.0,0.8117382822024715,1.0835964311640427,15.595526211989675
384.0,0.7957863860826029,1.112814042855306,20.04403826464224
397.0,0.7978994624925889,1.1082531053439573,27.42555467630391
348.5,0.7819024812878962,1.1339486620705543,32.539678832463466
331.0,0.7946672810972839,1.165619982565199,27.27300710738913
222.5,0.7938821121958929,1.1624430572468376,20.29748962854867
372.0,0.791832912698784,1.1457833012811531,16.315710307433736
385.0,0.7960347658349214,1.1490155448837915,23.62150513890298
392.0,0.7963289646018475,1.1568719406166525,24.92180432983905
350.0,0.7970626818872484,1.1597317261543119,25.27770001190689
355.0,0.7941145186091743,1.131895471424572,15.303135592033968
168.0,0.7981290474233322,1.1581199847230152,18.319567317049007
132.0,0.8049084331965735,1.1206863008285726,32.53448968620586
143.0,0.8066154154450053,1.162421421312749,21.642509760229263
175.5,0.8023497836628171,1.1515633237668903,12.26597084302116
128.0,0.8048100977994743,1.1644973192480685,14.937897430212116
302.5,0.756733261860671,1.1500269010731359,24.83838106383317
286.0,0.7787774651795338,1.111289022885534,34.592034198997865
369.5,0.7791379216233251,1.1565627958718856,13.3693126367694
391.0,0.7693312677757257,1.1560308361336615,16.215607117608798
339.5,0.7842917803263753,1.1401203626529943,14.031282955264055
274.0,0.7702873604503653,1.144403711665126,14.453978298774729
267.5,0.7633013212201805,1.1587065549512279,14.869565374034256
304.0,0.7650581666966408,1.151964096329809,12.666015801485443
339.5,0.7832252625495235,1.1208169561256238,12.699704066766598
287.0,0.7939917595854231,1.1178112140703669,15.077637334604882
184.0,0.788705934095165,1.1347934296867053,20.371877997620004
214.0,0.7853376179268446,1.1530375638910362,14.18398284976174
332.0,0.7721864535885795,1.1496890314200705,21.79734340320623
378.0,0.7709884328583002,1.1315409219999935,16.89362984568391
362.5,0.771140356627197,1.1405101091143783,23.17557188685354
393.0,0.7757737994039386,1.1415883093182595,17.43187411767779
358.5,0.7684968156018274,1.1393781684965854,34.6897359821088
317.0,0.7952312017160363,1.1195498773391437,16.03512916526483
