SArank,part,H,allf
109.5,0.7709998299429051,1.151603403038659,23.218507585865897
53.5,0.749659093587804,1.164300798423904,18.85365569938422
64.0,0.7745692064572446,1.1457353478541006,36.54188085836005
24.0,0.7657542332576076,1.157946115973782,33.61389966968613
60.0,0.7957093724705634,1.115897726308921,44.70806003014116
94.0,0.7827161968295195,1.1191336682850024,34.67337032726857
8.0,0.7690231620793938,1.1441050160946484,46.95956749093605
91.5,0.7797856495836923,1.1543316894506732,24.0971557802261
76.5,0.7677490045992705,1.2011609307751385,30.34560707140272
139.0,0.7708198164269513,1.1796585614696793,28.053950158134445
9.0,0.7508028119018637,1.2002378146042518,32.929279223846585
87.0,0.7606406698750381,1.1868971066379843,22.127341702694352
75.0,0.7591141104328549,1.1418588402357026,15.206899133970724
28.0,0.7470059798485493,1.1401798333394597,17.70802275508806
22.0,0.7554105872676772,1.1625940104801626,21.27081682611493
73.0,0.78245112566442,1.0998101895719463,18.14380716518306
44.0,0.7615577250299929,1.1144257598877307,18.83002798167808
3.0,0.7488984915922524,1.1789128809332843,28.45911958289076
1.0,0.7383558861004226,1.1635822124435178,20.703385131086392
12.0,0.7594371372070492,1.115712293519105,18.22382503428181
16.0,0.7479866295762931,1.1875131480725525,29.714471067772244
29.5,0.7723364317379611,1.1285906258435832,17.16141896524126
36.0,0.743183018571707,1.1632199166316954,31.581426388343843
58.0,0.7727051931987877,1.1587738266540442,23.73253497499236
88.0,0.8008891021972272,1.1133317152780118,13.116429076010249
38.0,0.7825958944667556,1.1174578342850716,15.562485781131231
17.0,0.7944306606977148,1.12446385590125,21.68935476439282
68.0,0.7901478763797838,1.1511433651341005,23.18583343178637
14.0,0.7978130407380511,1.14763095410119,14.281740893443123
55.0,0.8048391001022073,1.0903810185913037,13.436533266748087
42.0,0.795182200066313,1.1318789850775353,13.733826091869512
118.5,0.799304579878135,1.128715860137116,14.426936866379169
34.0,0.7892789071020688,1.1430512410013225,18.061579918421536
13.0,0.7906691075659282,1.1352826552861928,16.222606680876133
51.0,0.7865596687017927,1.1396830966496498,18.04393438097333
91.5,0.7868774640608257,1.1575638295280886,15.169875752655557
18.0,0.7888228324648748,1.0983835667303803,13.575441951224244
47.0,0.7955384856300218,1.1311682773307672,23.5382643374922
19.0,0.7883861899720374,1.173728290871859,19.80011660673071
66.0,0.7880278479250805,1.16336432110049,19.11306350414652
11.0,0.7792305548011045,1.1618486526703293,16.18412523429374
39.0,0.7841078738003948,1.1519752880843117,20.617608985962523
27.0,0.7843617264842032,1.148479683265949,19.57929999365497
189.0,0.805452695548903,1.0938713607823995,23.26414447604108
100.0,0.7984660063267202,1.102100505052441,23.49756574516403
177.0,0.8051610539766183,1.0868229891724235,18.38214880980801
170.0,0.7963548570815274,1.0774139170785122,15.036918058339658
82.0,0.796733169443084,1.0726444802732544,13.70823277903884
172.0,0.7987025214133661,1.0988900092449143,27.51667662869039
127.0,0.797973523270228,1.0974096698500961,16.596480864062784
