sub,ses,task,run,space,desc,meanFD,relMeansRMSMotion,relMaxRMSMotion,meanDVInit,meanDVFinal,num_censored_volumes,nVolsRemoved,motionDVCorrInit,motionDVCorrFinal,coregDice,coregPearson,coregCoverage,normDice,normPearson,normCoverage,bids_name,aor,aqi,dummy_trs,dvars_nstd,dvars_std,dvars_vstd,efc,fber,fd_mean,fd_num,fd_perc,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,gcor,gsr_x,gsr_y,size_t,size_x,size_y,size_z,snr,spacing_tr,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_fg_k,summary_fg_mad,summary_fg_mean,summary_fg_median,summary_fg_n,summary_fg_p05,summary_fg_p95,summary_fg_stdv,tsnr
CBPD0124,1,rest,1,MNI152NLin6Asym,preproc,0.1489168919325444,0.061463338039215686,0.190147,199.00367347116628,51.91903875183785,15,0,0.7031265603250917,0.29875617967195617,0.9578000804558544,0.952162982554826,0.9740178178522406,0.9435311550836288,0.9280165463906273,0.97735329036635,sub-CBPD0124_ses-01_task-rest_run-01_bold,0.0025272781065088755,0.007501927396449705,0,40.94449142035713,1.2041282950595242,0.9822984924404762,0.5036424224809942,639.9617309570312,0.17536311987047365,3,1.7751479289940828,3.386045,3.1310700000000002,3.43014,3.596925,0.00667354,-0.005432687699794768,0.026231283321976658,169,96,96,75,2.016470460891112,2.0,2.0,2.0,2.0,60.61861696492564,53.70705032348633,313.37939453125,216.28402709960938,435075.0,168.70829162597656,774.3917297363279,343.38775634765625,1.7797031208265892,2091.51318359375,6554.52880859375,5764.01171875,164203.0,3387.6321044921874,12466.987988281247,2858.45703125,40.74360656738281
CBPD0123,1,rest,2,MNI152NLin6Asym,preproc,0.30560471426923075,0.09253109420289854,0.179072,267.99750241224905,47.42606561451763,43,0,0.7194721437819876,0.2598507792023583,0.958089234494116,0.9535835549249558,0.9718198423992692,0.9449290094107616,0.9297813893651626,0.9775271370420624,sub-CBPD0123_ses-01_task-rest_run-02_bold,0.009479835164835169,0.014797165054945053,0,58.38716879972376,1.2384810429834257,1.0658879870165745,0.5020397221083959,558.3893432617189,0.3050130098558827,10,5.494505494505495,3.1893766666666665,2.904045,3.4191550000000004,3.24493,0.0145326,0.004668846726417542,0.02443775162100792,182,96,96,75,2.56416747820956,2.0,2.0,2.0,2.0,31.949362566260852,52.75456619262695,357.5904846191406,210.3186798095703,470966.0,166.54945373535156,1124.677276611328,443.6483154296875,0.9959534786751084,1723.8387451171875,5619.4267578125,5230.2724609375,132934.0,3031.2619506835936,9610.22236328125,2039.7469482421875,25.90078353881836
CBPD0186,1,rest,1,MNI152NLin6Asym,preproc,1.1821825916124995,0.08979944754098362,0.197717,521.5782690653293,88.03361826259001,178,0,0.7512696844690115,0.20139718078739974,0.9309228605399552,0.9238108594278078,0.9906237475805976,0.9166864495066716,0.8954630767245907,0.9905783582089552,sub-CBPD0186_ses-01_task-rest_run-01_bold,0.014641500000000003,0.03212206833333333,0,98.14193482937243,1.223429221464435,1.0507696366527202,0.5080302913941516,666.1721801757812,1.223129076624755,71,29.58333333333333,3.6738,3.4283650000000003,3.8515699999999997,3.7414650000000003,0.0462681,-0.001406156807206571,0.04291682690382004,240,96,96,75,2.0965897020871367,2.0,2.0,2.0,2.0,25.41550369745677,71.56028747558594,355.2655334472656,222.495849609375,436359.0,151.91250610351562,1091.6434082031237,408.7300720214844,1.3669694101078251,2381.12158203125,6693.0322265625,6079.28369140625,163065.0,3156.833544921875,12452.539648437498,2899.596923828125,15.384230613708494
CBPD0078,1,rest,1,MNI152NLin6Asym,preproc,0.16643654946666692,0.056143002307692313,0.145072,240.34886812597856,46.72521943917732,19,0,0.5152105880815918,0.3420118046331205,0.9503311792823668,0.9449324188016572,0.9807828796108092,0.9363549941188792,0.9194011108139832,0.9856343283582092,sub-CBPD0078_ses-01_task-rest_run-01_bold,0.011101666666666666,0.010232098266666666,0,44.49083735315436,1.2771001522147658,1.0649102294630868,0.5033820977808965,693.033935546875,0.16397024981421332,1,0.6666666666666666,3.25773,2.97423,3.589035,3.209925,0.033871899999999996,-0.012097269296646118,0.05204126238822937,150,96,96,75,2.279481571168024,2.0,2.0,2.0,2.0,26.034149778203567,59.25465774536133,427.8536071777344,225.5800018310547,456743.0,172.80667114257812,1507.366027832031,592.0113525390625,0.6311332411686128,2635.89404296875,6883.00634765625,6381.7333984375,145064.0,3177.17275390625,12126.632080078127,2799.6328125,30.71999931335449
CBPD0172,1,rest,2,MNI152NLin6Asym,preproc,0.1945278250499997,0.08531140656934305,0.21594699999999997,198.878163292632,42.12167568649456,22,0,0.795516313040649,0.2977045167066901,0.9427837429636768,0.9363843512612628,0.9858167487899026,0.9297675012570736,0.9113655810737528,0.9878858548168249,sub-CBPD0172_ses-01_task-rest_run-02_bold,0.0030151875,0.00865593875,0,37.56529539352199,1.1267411143396229,0.9967986047169812,0.5427580431735988,522.9337768554689,0.2041705345378,1,0.625,3.277198333333333,2.991485,3.6519,3.1882099999999998,0.0231849,-0.006481953430920839,0.08126925677061081,160,96,96,75,2.261337934911434,2.0,2.0,2.0,2.0,17.41239282632431,93.5058822631836,596.6309814453125,260.32501220703125,441288.0,182.9562530517578,2367.8187499999913,880.0702514648438,0.14816456411362022,2764.071533203125,6899.080078125,6405.5625,158107.0,3073.83125,12156.487988281246,2832.6337890625,37.34172821044922
CBPD0039,1,rest,1,MNI152NLin6Asym,preproc,0.7780653256199994,0.08839371891891891,0.23166599999999998,327.1079846546967,58.66829908794239,75,0,0.8487384763951292,0.2314253468269961,0.9379300920248472,0.9310364312337176,0.989513928464944,0.9264025870967356,0.9071855798444864,0.9875296811397558,sub-CBPD0039_ses-01_task-rest_run-01_bold,0.01631233333333333,0.015194481666666669,0,66.9233022857718,1.2966226845637592,1.1343368362416109,0.540406297787246,516.0821533203125,0.8554670094792863,33,22.0,3.1001966666666667,2.7376650000000002,3.266515,3.29641,0.0194862,-0.007433797232806683,0.03447220101952553,150,96,96,75,2.4900995916619904,2.0,2.0,2.0,2.0,23.32340335951067,69.80584716796875,407.3611755371094,230.19000244140625,432714.0,171.80667114257812,1371.765374755858,520.6198120117189,1.1572051672574926,1971.534912109375,5937.29296875,5521.81005859375,165862.0,3177.975720214844,10309.7255859375,2217.4990234375,25.65003776550293
CBPD0080,1,rest,1,MNI152NLin6Asym,preproc,0.15393303558666674,0.07144799565217391,0.18414,203.12790345816302,44.175620591506146,11,0,0.5053784355470947,0.1628986334302555,0.9551789783018112,0.9498904457457868,0.9762907648983112,0.9408981528002944,0.9248344390727552,0.9806521370420624,sub-CBPD0080_ses-01_task-rest_run-01_bold,0.0023364,0.0054477724,0,37.65094118315436,1.2013567848993292,1.0004017393288596,0.4930360691335727,723.3048095703125,0.17453073088896018,1,0.6666666666666666,3.4351297356605848,3.192679619402931,3.6530699999999996,3.4596395875788226,0.00997941,-0.0038589935284107924,0.04080984741449356,150,96,96,75,2.0170655925087955,2.0,2.000000238418579,2.0,2.000000238418579,25.337686858724265,65.43217468261719,401.1982116699219,230.27999877929688,451131.0,172.66000366210938,1355.9300537109375,530.8358154296875,1.985577553948433,2685.703857421875,7368.98095703125,6617.650390625,149718.0,3473.081494140625,13815.458447265624,3280.819580078125,46.861366271972656
CBPD0085,1,rest,1,MNI152NLin6Asym,preproc,0.2801154149866665,0.10705532357723577,0.20945300000000003,269.7654126594401,45.48879357180109,26,0,0.8934589926961024,0.16293559023621684,0.9545708761909116,0.9488785476510152,0.9816155202927186,0.9418255394044222,0.9262251356549556,0.9858717774762552,sub-CBPD0085_ses-01_task-rest_run-01_bold,0.007529266666666666,0.009070857133333334,0,50.58455888375838,1.2919320702013424,1.0111695793959734,0.5213670402663734,668.7274169921875,0.285080116016222,7,4.666666666666667,3.1679883333333336,2.8515099999999998,3.4489949999999996,3.2034599999999998,0.038604400000000004,-0.012634230777621271,0.0501503087580204,150,96,96,75,2.3200980009331347,2.0,2.0,2.0,2.0,24.867666841916183,60.54946899414063,406.1096496582031,226.4666748046875,436584.0,172.69334411621094,1399.2683166503898,524.1575927734375,0.8375644265463231,2448.49853515625,6741.599609375,6238.09375,162624.0,3346.26298828125,11976.328271484375,2688.711669921875,36.57704544067383
CBPD0023,1,rest,1,MNI152NLin6Asym,preproc,0.3754775589200002,0.09517926969696967,0.19908,252.81517045139287,57.562506946810544,50,0,0.8674536637552803,0.2146386953714872,0.9547770429092411,0.9491556903926974,0.9839370857401144,0.9399610853273904,0.9239222630685272,0.986291553595658,sub-CBPD0023_ses-01_task-rest_run-01_bold,0.005234733333333334,0.010067741666666666,0,48.91845200040269,1.1166609654362418,0.9938092954362416,0.5291846871033183,652.3587646484375,0.391763800563404,9,6.0,3.189493333333333,2.872405,3.543165,3.15291,0.0120253,-0.005078963004052639,0.05351753160357475,150,96,96,75,2.5535847840166106,2.0,2.0,2.0,2.0,29.44460661772571,54.74755859375,393.1559753417969,219.1800079345703,436134.0,169.72666931152344,1356.7830444335927,539.67626953125,0.3778228294005377,2251.440185546875,6289.7998046875,5945.16015625,162657.0,3091.537353515625,10509.381640624997,2328.1552734375,32.26562118530273
CBPD0025,1,rest,1,MNI152NLin6Asym,preproc,0.2210855248533332,0.10513247435897437,0.22851799999999997,233.94033545598785,52.426120875479576,32,0,0.5778283591947824,0.2700263431212412,0.9633748726624736,0.9587168344835044,0.9769922022315256,0.9503405506680704,0.9367291229867634,0.9818097014925372,sub-CBPD0025_ses-01_task-rest_run-01_bold,0.004149933333333333,0.004352905933333333,0,41.293300987114094,1.3139875551677849,1.0532580718120803,0.5031282811983012,780.1840209960938,0.2281111744731036,1,0.6666666666666666,3.3253383948956965,3.0985351846870888,3.61294,3.26454,0.0299862,-0.009459372609853745,0.054211486130952835,150,96,96,75,2.0771016712140136,2.0,1.9999998807907104,2.0,2.0,29.400004390537053,62.5064926147461,438.1495056152344,230.9133453369141,444281.0,177.73333740234375,1609.7867431640625,627.6649780273438,1.0087517319197792,2947.77880859375,7682.59375,6940.29345703125,155445.0,3556.598779296876,14200.787304687496,3341.32470703125,49.97539901733398
CBPD0210,1,rest,1,MNI152NLin6Asym,preproc,2.3050994006666667,0.1161807296296296,0.208067,638.6393270250392,105.64484515208807,185,0,0.7861001841936237,-0.02667880229052093,0.9337465779567512,0.9272611050850432,0.9873459997646384,0.923445609941769,0.9037247899190138,0.9901373812754408,sub-CBPD0210_ses-01_task-rest_run-01_bold,0.02673558333333333,0.03966748808333333,0,121.83903575263605,1.4157053781589963,1.2094332720083678,0.4987833047105626,624.5757446289062,2.4937323275518097,105,43.75,3.6529666666666665,3.282125,3.6504849999999998,4.02629,0.0283746,0.0018422965658828614,0.025314945727586743,240,96,96,75,2.1301231635818145,2.0,2.0,2.0,2.0,29.142606486367512,65.83373260498047,354.4379577636719,218.60833740234372,452757.0,155.91250610351562,1107.0416748046846,436.6830139160156,1.4031483711166652,2027.921875,6443.23388671875,5753.01708984375,148662.0,3279.371960449219,12049.85810546875,2700.78173828125,14.470222473144533
CBPD0128,1,rest,2,MNI152NLin6Asym,preproc,0.2297294702955973,0.07016527769230768,0.179902,267.85483996136225,47.284686611066725,28,0,0.8110780188934146,0.18641151363333305,0.9483413836328181,0.9421227079297584,0.97750863181821,0.9386763517986528,0.9221605295261122,0.9830011872455904,sub-CBPD0128_ses-01_task-rest_run-02_bold,0.010569308176100628,0.008865366100628932,0,57.9374007457595,1.4353479479113922,1.0963392729113928,0.5145074407401571,566.9481811523438,0.25348054291034944,6,3.7735849056603774,3.1601933333333334,2.8917599999999997,3.2524450000000003,3.336375,0.00956849,0.00217474065721035,0.033949460834264755,159,96,96,75,2.209968234382071,2.0,2.0,2.0,2.0,31.0914767424744,62.2226676940918,387.1233215332031,221.23269653320312,446475.0,167.48426818847656,1293.0201171874985,519.8336791992189,1.5308795266678867,2031.46337890625,6144.31689453125,5578.10693359375,153589.0,3122.801220703125,11168.42890625,2524.058349609375,37.85925674438477
CBPD0195,1,rest,1,MNI152NLin6Asym,preproc,0.11905487827564094,0.0653591519736842,0.17968800000000001,252.17311271866757,52.11327650568239,3,0,0.3770269695083049,0.04567259774068864,0.9531441445190508,0.9460868082385924,0.9758124420288252,0.9398370349297951,0.9235032182497718,0.9805842944369064,sub-CBPD0195_ses-01_task-rest_run-01_bold,0.0012707692307692307,0.003491174935897436,0,43.312704714193536,1.3496391101290326,1.0305992275483875,0.5307016899823611,699.8659057617188,0.12596478107535292,0,0.0,3.4563216666666663,3.19184,3.860315,3.31681,0.0152768,-0.023030919954180717,0.07691473513841629,156,96,96,75,1.8878519403467129,2.0,2.0,2.0,2.0,19.446638198651318,79.11896514892578,508.0030517578125,258.49322509765625,407251.0,191.0337905883789,1898.7386474609373,678.761474609375,0.32480238756168456,3955.59521484375,8327.9013671875,7504.62744140625,187015.0,3317.8180419921882,15750.45810546875,3975.209716796875,51.93135070800781
CBPD0145,1,rest,2,MNI152NLin6Asym,preproc,0.07374929799112406,0.03748307730061349,0.18292,209.956991840824,35.65709078459232,5,0,0.5981476534939475,0.4019111716074182,0.949708774769702,0.9434409561657824,0.9715265042655788,0.9370762828498668,0.919797591214836,0.9743682157394844,sub-CBPD0145_ses-01_task-rest_run-02_bold,0.0027569822485207104,0.003765854911242603,0,41.91097002958333,1.3879821370238097,1.0236435376190471,0.5104117819349954,578.7989501953125,0.08237075877868616,0,0.0,3.316504864841716,3.0866700000000002,3.461475,3.401369594525147,0.011246700000000002,0.011975899338722227,0.02641904167830944,169,96,96,75,2.010153070218002,2.0,2.0,2.0,2.000000238418579,26.490283606108356,74.3318862915039,421.5602722167969,241.5976409912109,441988.0,175.7574005126953,1432.7840698242126,548.5797729492189,2.440011649529384,2456.478515625,6879.91162109375,6182.568359375,157143.0,3278.7527099609383,12893.97294921875,3075.66064453125,52.45318984985352
CBPD0030,1,rest,1,MNI152NLin6Asym,preproc,0.9778930440800002,0.07530157977528089,0.214548,327.79514136150436,302.30595074929636,60,0,0.9161779890771142,0.2865080846023137,0.9506312621048651,0.9449124423899924,0.986503608049312,0.934240399323726,0.9166884188214198,0.98407394843962,sub-CBPD0030_ses-01_task-rest_run-01_bold,0.0367836,0.0247764572,0,63.52075131348993,1.3603158245637588,1.3681133299999997,0.5122676000319337,756.6032104492188,1.0176965457166949,23,15.333333333333336,3.200743333333333,2.828035,3.4973949999999996,3.2768,0.0314618,-0.008484494872391224,0.038403481245040894,150,96,96,75,2.740261759335304,2.0,2.0,2.0,2.0,40.48392616996914,43.61815643310547,305.35882568359375,204.8466644287109,440883.0,161.7066650390625,860.636682128905,343.6463623046875,0.4266882959275216,2031.417724609375,6258.48681640625,5933.25,159092.0,3388.230432128906,10302.320019531242,2165.2060546875,19.033466339111328
CBPD0053,1,rest,1,MNI152NLin6Asym,preproc,0.10214183193066648,0.051654552291666656,0.180287,152.81066694067553,35.68827052466586,5,0,0.7285896852383141,0.2619468996139967,0.953980490247516,0.9486046487307236,0.9733252739957828,0.9460181852468291,0.9311830760317794,0.9784854138398914,sub-CBPD0053_ses-01_task-rest_run-01_bold,0.0044670000000000005,0.006942018333333333,0,32.02128969731545,1.1538684030872481,1.0359047049664434,0.5022366254218255,688.3553466796875,0.11232975550401664,0,0.0,3.3002900000000004,2.9826799999999998,3.50294,3.41525,0.0113509,-0.008728014305233955,0.06779062002897263,150,96,96,75,2.350019476747182,2.0,2.0,2.0,2.0,36.53839785096627,48.12527847290039,357.37408447265625,211.7400054931641,454538.0,169.42666625976562,1102.0736633300764,476.5937194824219,2.639502897001253,1906.2899169921875,6355.75244140625,5858.2265625,147428.0,3401.705444335937,11355.590527343747,2492.833251953125,43.51494598388672
CBPD0070,1,rest,1,MNI152NLin6Asym,preproc,0.04276736761999966,0.02415878248322147,0.0874148,153.87059892759032,34.10148305270487,0,0,0.256995592288328,0.003364035515743464,0.9485899790328908,0.9410001418569341,0.9693407167652249,0.938260903027713,0.9216017965478628,0.9821404341926729,sub-CBPD0070_ses-01_task-rest_run-01_bold,0.0009843333333333334,0.0036587846,0,30.238470947449667,1.1775645895302018,1.0071785049664426,0.5327662046257872,620.4287719726562,0.03643873841498719,0,0.0,3.2076166666666666,2.893625,3.3567199999999997,3.3725050000000003,0.0109274,-0.013369029387831688,0.05902178958058357,150,96,96,75,2.1900684592326303,2.0,2.0,2.0,2.0,27.694901689756204,62.19022750854492,406.39385986328125,229.760009765625,420116.0,175.77999877929688,1365.878387451172,520.4558715820311,1.6764462203198738,2346.450439453125,6652.71923828125,6115.4365234375,176122.0,3300.056640625,12297.980175781246,2792.341552734375,52.93250274658203
CBPD0135,1,rest,1,MNI152NLin6Asym,preproc,0.2541468969461073,0.10165947835820896,0.212873,224.02112440520852,42.27766038342317,32,0,0.8441645420471998,0.2271952809588589,0.9550301760313484,0.949977381502522,0.9722933671333904,0.944031492132082,0.9286745957544515,0.9782098032564449,sub-CBPD0135_ses-01_task-rest_run-01_bold,0.006518862275449102,0.00773660610778443,0,50.7033021310241,1.3042365959036144,1.1068576474096383,0.4976752212681499,548.0054931640625,0.2500485696518703,2,1.1976047904191616,3.3566300000000004,3.064995,3.44991,3.554985,0.0165891,0.002932070521637797,0.05325785651803017,167,96,96,75,2.1612666840899784,2.0,2.0,2.0,2.0,28.04510149762896,47.32787322998047,330.5751037597656,205.93414306640625,459821.0,163.22755432128906,1032.964111328125,372.8760070800781,2.1423137371281635,1776.63671875,5629.4365234375,5094.91015625,142705.0,2874.5294921875,10488.5365234375,2357.364013671875,35.82016372680664
CBPD0197,1,rest,1,MNI152NLin6Asym,preproc,0.4627316273772455,0.10011479782608697,0.214939,376.1889569196826,79.3718274969286,74,0,0.8622682647539132,0.268595557781964,0.9576656224215891,0.9520486857444406,0.9715697765160772,0.9473983778399658,0.9327991183115852,0.9739696404341928,sub-CBPD0197_ses-01_task-rest_run-01_bold,0.013386167664670658,0.011120714550898204,0,65.06626329084334,1.3377075610240965,1.0976342952409641,0.5103445605065641,678.4983520507812,0.5057513277531899,16,9.580838323353293,3.3834383333333333,3.1825650000000003,3.435925,3.531825,0.0066419,-0.005323168355971575,0.026060672476887703,167,96,96,75,2.027612831341441,2.0,2.0,2.0,2.0,33.87409466427013,84.89452362060547,409.4007263183594,240.0089874267578,434456.0,170.4790496826172,1316.1692199707034,526.4886474609375,1.1940198663268922,2715.34619140625,7431.212890625,6629.55126953125,164579.0,3655.06484375,14094.158203125,3269.623779296875,30.60440826416016
CBPD0208,1,rest,2,MNI152NLin6Asym,preproc,1.6496396763197965,0.10448532068965516,0.173025,617.2845879433822,121.01590327918915,138,0,0.7658185372990313,0.08377567114136587,0.9394370485820556,0.9342096956861368,0.9860221534268934,0.9270764951543292,0.9078575499293648,0.9850364654002712,sub-CBPD0208_ses-01_task-rest_run-02_bold,0.032277868020304565,0.035960482791878176,0,111.04696464510204,1.5372529720918369,1.3702957795408164,0.5010957393200549,606.7106323242188,1.742464478100456,80,40.60913705583757,3.5954833333333336,3.20844,3.8871300000000004,3.6908800000000004,0.0237133,-0.01292579248547554,0.04588349163532257,197,96,96,75,2.205623430851567,2.0,2.0,2.0,2.0,18.848328755316373,69.39255523681639,480.9336853027344,228.4720764160156,473362.0,167.88832092285156,1851.1611328124939,682.6626586914062,1.4758552895834312,2150.75927734375,6463.4345703125,5960.19287109375,131147.0,2891.725317382813,11842.185546875,2702.260986328125,14.337639808654785
CBPD0088,1,rest,2,MNI152NLin6Asym,preproc,0.7089980296666666,0.09819593285714284,0.18162899999999998,421.9986257204889,416.5091695865968,79,0,0.7808787690212975,0.09782016749976627,0.9421986709285072,0.9328834108307156,0.9777799797617652,0.9351961180752124,0.9177057003178312,0.9806394165535957,sub-CBPD0088_ses-01_task-rest_run-02_bold,0.018418933333333342,0.015274438933333332,0,76.39357918879195,1.3320975059060407,1.1749012904697977,0.5582394133167599,592.5987548828125,0.6998092618795311,26,17.333333333333332,3.3653164056269644,3.0063346416169834,3.5266699999999997,3.5629445752639084,0.078808,-0.013677782379090786,0.06004557758569716,150,96,96,75,2.055743266669585,2.0,2.000000238418579,2.0,2.000000238418579,33.637648441773784,86.29733276367188,423.9852294921875,252.5066680908203,382983.0,177.74667358398438,1326.8620361328108,513.0515747070311,1.3859663822338213,2771.47314453125,7249.10498046875,6580.8203125,209304.0,3381.646142578125,13622.348779296868,3201.18017578125,23.75086975097656
CBPD0160,1,rest,1,MNI152NLin6Asym,preproc,0.28887680482424233,0.10135728848920862,0.19739,226.45427572929057,41.46517511856185,25,0,0.8621961381571889,0.1714277366480318,0.9407716806722332,0.934889870344212,0.9784315090278408,0.926581083594489,0.9070747155941709,0.9822549185888738,sub-CBPD0160_ses-01_task-rest_run-01_bold,0.013306666666666665,0.008125515272727273,0,43.630855188170756,1.2989054934756101,1.4235680179268295,0.4902823928931429,634.2243041992188,0.29498012706062954,8,4.848484848484849,3.298961666666667,2.9958299999999998,3.41426,3.486795,0.009794,-0.005288003012537956,0.03383758291602135,165,96,96,75,2.2035453233474085,2.0,2.0,2.0,2.0,30.129488063720387,60.42726135253906,373.1826477050781,220.7333221435547,465864.0,167.81302719116212,1199.78173828125,460.0901794433594,1.6772524874788057,2173.220703125,6421.16259765625,5845.6240234375,137714.0,3208.453515625,11646.395117187498,2652.817138671875,36.32563018798828
CBPD0106,1,rest,2,MNI152NLin6Asym,preproc,1.6762503615333326,0.077367965,0.16836900000000002,601.7602728483035,49.2745589443313,69,0,0.8635392956678053,0.2625236781221941,0.9443935988966279,0.936735614593896,0.9798292217406284,0.9316782202160244,0.91329695948366,0.9801899592944368,sub-CBPD0106_ses-01_task-rest_run-02_bold,0.0359204,0.0367389898,0,105.32445510758387,1.4094847438255036,1.2731724701342286,0.5420254213288438,585.9525146484375,1.9018664077646752,47,31.33333333333333,3.443191666666667,3.092885,3.706525,3.530165,0.0492428,-0.015046184882521631,0.06342517584562303,150,96,96,75,2.22880973112948,2.0,2.0,2.0,2.0,21.376080897473322,75.60285186767578,439.589111328125,238.44000244140625,418181.0,168.65333557128906,1576.9000244140625,583.1343383789062,1.1314504023818168,2413.034423828125,6654.1015625,6130.6201171875,178020.0,3215.9004028320314,12053.919042968746,2750.617431640625,14.643522262573242
CBPD0227,1,rest,2,MNI152NLin6Asym,preproc,0.2099959021289568,0.0775505503649635,0.163775,199.97555610505188,49.17306239537736,25,0,0.8282371023123335,0.2556364669590052,0.9468062044896238,0.9405367699946444,0.9642826301253798,0.9408164017847266,0.9244798737609262,0.9736516282225236,sub-CBPD0227_ses-01_task-rest_run-02_bold,0.002258773006134969,0.008686121042944786,0,40.016531873333335,1.049002762222221,0.947254192839506,0.4785907563538878,710.711181640625,0.2135434549949522,2,1.2269938650306749,3.5295616666666665,3.16095,3.6440599999999996,3.783675,0.00481944,-0.012789254076778887,0.05280539393424988,163,96,96,75,1.938849517898815,2.0,2.0,2.0,2.0,64.25426029831797,49.29878616333008,298.7715759277344,208.7729949951172,452508.0,163.9693145751953,680.9916992187498,318.16192626953125,2.564244517683872,2182.649658203125,6712.78271484375,5886.12255859375,149608.0,3378.864624023437,13009.613720703124,3035.8740234375,34.37750244140625
CBPD0173,1,rest,1,MNI152NLin6Asym,preproc,0.960299949502778,0.10749202272727272,0.21700999999999998,319.66335312754273,66.53661595639389,105,0,0.7973527091372736,0.2312123238889951,0.9474529033309138,0.9408379458686924,0.9751753750979713,0.9383719848387396,0.9218097114487752,0.9836075305291724,sub-CBPD0173_ses-01_task-rest_run-01_bold,0.02660435185185185,0.028085787222222217,0,62.9139650563256,1.175847185255814,1.1247417469302328,0.5355385753245461,500.4139099121094,0.9714088674955029,34,15.74074074074074,3.4386717360328682,3.10017,3.72453,3.491315208098603,0.017509599999999997,-0.0077534159645438186,0.06733869761228561,216,96,96,75,2.3027267894632417,2.0,2.0,2.0,1.9999998807907104,27.76356009861424,86.6326904296875,446.8239440917969,238.9606475830078,437772.0,161.89352416992188,1477.3116394042938,609.100830078125,0.9196660582761944,2179.7685546875,6108.72119140625,5672.5185546875,161275.0,2922.325903320313,10956.002636718747,2463.38427734375,18.117555618286133
CBPD0138,1,rest,2,MNI152NLin6Asym,preproc,0.31685103089230776,0.0636065448,0.181452,292.71370439100565,55.7570460071562,43,0,0.7835007792377731,0.3646728766718349,0.9433152711530072,0.9373571404149624,0.9861016230669524,0.9273936893281516,0.9081581423894556,0.9835312075983718,sub-CBPD0138_ses-01_task-rest_run-02_bold,0.012532485207100591,0.009966814615384614,0,61.8164258911905,1.4692597472023807,1.0997174460119052,0.5131110345887939,578.3075561523438,0.3476200731379219,18,10.650887573964496,3.223606666666667,2.975845,3.3551599999999997,3.339815,0.023182499999999998,-0.00902843289077282,0.02577763982117176,169,96,96,75,2.2357493928130383,2.0,2.0,2.0,2.0,26.64972360935388,62.71670532226562,407.5147399902344,224.2425994873047,450873.0,171.63905334472656,1474.4804687499993,538.6394653320311,1.12847038048327,2058.408935546875,6249.525390625,5684.64208984375,150266.0,3119.4807739257812,11349.294677734375,2542.60302734375,35.53216552734375
CBPD0097,1,rest,1,MNI152NLin6Asym,preproc,0.33054892136266645,0.10776229607843137,0.2229,295.44910584151137,48.85685726792134,47,0,0.7603884909844287,0.16258688427821813,0.9517712003774212,0.9452955087922226,0.9848738705535228,0.939294960199366,0.9231646521904124,0.98766960651289,sub-CBPD0097_ses-01_task-rest_run-01_bold,0.007789666666666667,0.0103769014,0,53.929057460201356,1.182804813959731,1.005924825771812,0.5439086696123026,564.66162109375,0.34666868165700626,9,6.0,3.377265,3.0914099999999998,3.5641,3.476285,0.00653196,-0.0069738924503326425,0.08551064878702164,150,96,96,75,1.980909531306844,2.0,2.0,2.0,2.0,19.993247665041963,81.85941314697266,529.8701171875,248.4600067138672,414857.0,179.32000732421875,2115.147998046872,774.3590698242188,0.95167993359038,2897.2421875,7068.0234375,6358.93359375,180157.0,3110.757421875,13365.788476562495,3210.09912109375,33.292160034179695
CBPD0155,1,rest,2,MNI152NLin6Asym,preproc,0.14345512657954534,0.07603770426829268,0.20805,182.55928234706195,44.725936535838926,11,0,0.6197403180994769,0.29912912572572903,0.9384124198456386,0.9304281564340048,0.9845824130766608,0.9253604277394101,0.905816463688188,0.9862873134328358,sub-CBPD0155_ses-01_task-rest_run-02_bold,0.0021777272727272726,0.005961571477272728,0,34.60931970857139,1.1593990247428572,1.0366354984000001,0.534217514828832,653.66845703125,0.15061430551284846,0,0.0,3.2848016666666666,3.01701,3.493615,3.34378,0.0251614,-0.018126102164387703,0.05607461929321289,176,96,96,75,2.12615837129114,2.0,2.0,2.0,2.0,24.944179802669968,56.58318710327149,418.9912414550781,227.5681915283203,416387.0,176.3920440673828,1546.4074584960933,572.4058227539062,1.3158422914196963,2556.5283203125,6801.818359375,6233.6650390625,179805.0,3138.52509765625,12574.213085937496,2931.883056640625,44.02032852172852
