H_all113,H_all114,H_all126,H_all125,H_all97,H_all98,H_all122,H_all121,H_all103,H_all104,H_all110,H_all109,H_all112,H_all111,H_all144,H_all143,H_all153,H_all154,H_all25,H_all26,H_all88,H_all87,H_all3,H_all4,H_all102,H_all101,H_all132,H_all133,H_all134,H_all131,H_all141,H_all142,H_all99,H_all100,H_all92,H_all91,Age,Sex
1.5446628456716,1.55579802673094,1.60582869104974,1.57326674529935,1.53829099629984,1.59780232521135,1.55861537547306,1.56098501058305,1.60071781220873,1.59156838027428,1.62040497013768,1.61331181591858,1.61729868609857,1.62574473884492,1.58617983783844,1.6029466362617,1.60766364668979,1.53388353785346,1.61819946063815,1.52340656700696,1.58272537462927,1.6450977119766,1.56900905062557,1.60076905639851,1.64595118436288,1.64226733319332,1.54482963461824,1.61523123342401,1.58911007678076,1.61165253855236,1.62347825399036,1.55358399884998,1.63203926196136,1.57183123484754,1.68035142504677,1.65014085771903,10.4,Female
1.56857777915916,1.57469889644695,1.57593028917606,1.60629566375945,1.59546299609538,1.6004841359567,1.5458079188288,1.5247134107585,1.57151344515415,1.58530719811288,1.55392888774133,1.522904239564,1.58050319301101,1.49926264412298,1.55056053402732,1.50770671863573,1.64531849312467,1.59335394196533,1.59492672495486,1.59850060798598,1.59542874937534,1.5539108649211,1.61187729481623,1.56340550293797,1.58493366438368,1.52402670676615,1.6454870206738,1.5953887279384,1.63389500145583,1.60883449801646,1.57097501691274,1.60988828417298,1.59216142098432,1.61562300488021,1.57501376006392,1.59094009527648,10.4,Female
1.51830481108908,1.53570845168318,1.60313433544982,1.58367833776968,1.52276285945911,1.54599014762867,1.5374995552314,1.60207236325719,1.59332397875964,1.57116582722434,1.57230777958065,1.56227046069054,1.6113740120585,1.62120100163206,1.53296273829081,1.55902070337584,1.53558898739706,1.49688706402256,1.54269990249282,1.53942978193568,1.5338236350744,1.48532294740844,1.61245328334576,1.64320066411685,1.560231973515,1.58193157719413,1.54616525060241,1.62143915473045,1.64780714620431,1.66307965510261,1.57063749826241,1.6041120210809,1.58386825009903,1.57557615944757,1.58920266946975,1.64314948027628,2.9,Female
1.58355268235279,1.59156109456831,1.59164543775826,1.56841409531144,1.59601225521167,1.61362423076895,1.58811057086855,1.58309156829517,1.62692277104631,1.56143989662518,1.55576806442251,1.60479806428965,1.54395647498024,1.50449506049708,1.60865465762782,1.57611651454066,1.49950424401119,1.52306737271607,1.5708086842623,1.55445478347932,1.52369128173647,1.55601975571049,1.61289748298432,1.64138981404753,1.5764238101172,1.63143691151907,1.58530300519844,1.57889603042663,1.57213915744224,1.67512845210893,1.58928626910303,1.58440004829671,1.60002584126273,1.60678041611419,1.595221952301,1.57177706549873,2.9,Female
1.63085998789288,1.63885167431072,1.55704763019343,1.54158820766895,1.5844464093033,1.61451708110384,1.62289593429992,1.61415813649623,1.63518427311043,1.59281903619074,1.65001763199252,1.62061148938234,1.59712037395068,1.57535328623834,1.61361757838935,1.6468839759661,1.55354123678501,1.50508450798065,1.54846504251421,1.57289145324299,1.53709861247759,1.51146203809735,1.63403812328057,1.58683373804497,1.58997734205699,1.61740935763547,1.61698476030832,1.61632631721925,1.63856735441053,1.64683479174086,1.64878912068573,1.59328853065358,1.67413904458314,1.62216279515652,1.6285495350727,1.62457835103568,2.9,Female
1.58960821602893,1.56637145100756,1.55509540107313,1.60715264016297,1.6072424852343,1.5858424152923,1.56872731986641,1.59410217002013,1.61934906340219,1.56616447459859,1.5454045873408,1.59167769110749,1.54800802490931,1.59737069660571,1.57144661284023,1.55735920703478,1.62254744907565,1.58556395393712,1.61643812059261,1.59261862554536,1.53453854356065,1.62652881760978,1.50821580043687,1.53275288290775,1.55798702842511,1.57800792573652,1.59406057688316,1.59957384606785,1.59815815128241,1.58478991530621,1.57684268167968,1.6063403393151,1.63304302237981,1.63226105449485,1.60599635361188,1.60300087979253,3.0,Female
1.60535600500788,1.59989148064725,1.58114156883285,1.59191124482602,1.54996273202741,1.57319645695818,1.57027444783117,1.56754483730521,1.57507220916903,1.56816213352408,1.56656268205755,1.6271551346648,1.53781853599289,1.5827209299098,1.60607843063058,1.57386783924711,1.64456295779029,1.63319984291762,1.61051431927191,1.5657554360319,1.54089016050053,1.61565996983313,1.65638094028712,1.62004765684829,1.60063064938486,1.65438611702817,1.6673723141308,1.62486631334295,1.60922147590691,1.62022071975281,1.57254043982251,1.59831232922166,1.58463940901881,1.60930368034912,1.6015166563783,1.61979691292072,4.5,Female
1.6333428257766,1.63129620954395,1.57866737729067,1.61816702790202,1.56438218382417,1.57290117576839,1.66282260636327,1.6355316774251,1.62958639754915,1.65548640835057,1.64800360120267,1.59418236520263,1.60452693262081,1.58444775636521,1.66139647234052,1.65286627790556,1.61568966426239,1.60297274936967,1.58874470054408,1.61949745129137,1.5601199758076,1.59982416884573,1.59738020148358,1.61510066222939,1.57359247250846,1.58276570658421,1.64562088201512,1.65215487383949,1.66093540379779,1.59252671215033,1.59113000541796,1.62506215438388,1.62521467900434,1.65139395415229,1.564279355088,1.54724616962751,4.5,Female
1.62858938268982,1.62928998218774,1.59454145313928,1.65774946626137,1.60009238176608,1.63895546546377,1.66300467103897,1.65739417869222,1.65477253389679,1.58838792547466,1.64288372512038,1.67292725560602,1.54717154803967,1.57341748220649,1.62773059407724,1.63885446489015,1.68826746568032,1.60361643741328,1.57272317889944,1.57493262088644,1.56820017792142,1.56078762103552,1.64489416858771,1.62385614872471,1.59318830476482,1.62333395072121,1.57637531609113,1.63565061812273,1.62107649333403,1.55447049599638,1.55179981057258,1.60911725203108,1.61787842003522,1.62811730666483,1.60706181525668,1.65847654311585,3.0,Male
1.57329417647201,1.56221832951118,1.55828868200194,1.48447838608453,1.62440924809717,1.61037572436032,1.59180252656715,1.62140402586716,1.58316808267189,1.5899286408645,1.60115379780914,1.61043915669306,1.60741457493061,1.59440618771592,1.56402602102676,1.57975313847265,1.51849825769798,1.52250966959232,1.52357825785986,1.56151763496288,1.55621920974992,1.53950164384702,1.53842447828944,1.58689307098105,1.65109413617067,1.64365574811344,1.59051693740836,1.66235056764901,1.66210610486407,1.61363772967353,1.54688707831956,1.55733064027722,1.54651161564206,1.5623575664213,1.59600823907276,1.59637153995805,3.0,Male
1.54516583370729,1.58256310385981,1.54783341040136,1.55622649731184,1.51663483073268,1.60568759686333,1.55765915530335,1.57094096883089,1.54634698530955,1.63436358400665,1.54586843097972,1.6174323116719,1.57099946188998,1.56420368397729,1.60293326896275,1.59463281050171,1.60339354206236,1.57089977834474,1.56783438136789,1.57985367397122,1.58253991119269,1.5919476384681,1.55964130042079,1.65125506244123,1.59303628858824,1.59409965800566,1.546844611311,1.57334014924079,1.62326325710425,1.55171682361401,1.56341259365858,1.56216294020943,1.59206555983578,1.51924190503963,1.53083745878539,1.49404923556792,2.0,Male
